cantica;canto;cum_verse_number;verse_number;verse_start;verse_end;text;author;style;temperature;prompt
1;4;503;89;89;89;l'altro è Orazio, un satiro che arriva;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;504;90;90;90;Ovidio è il terzo e l'ultimo Ovidio.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;505;91;91;91;Poiché tutti sono d'accordo con me;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;506;92;92;92;nel nome che ha pronunciato solo una voce,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;507;93;93;93;Mi danno rispetto e lo fanno giustamente.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;508;94;94;94;Così vidi riunirsi la bella scuola.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;509;95;95;95;del signore che canta con la voce più alta;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;510;96;96;96;che vola sopra gli altri come un'aquila.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;511;97;97;97;Dopo aver parlato insieme per un po',;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;512;98;98;98;rivolgersi a me con un saluto cordiale.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;513;99;99;99;e il mio insegnante ha sorriso molto;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;514;100;100;100;Mi diedero ancora molto più onore.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;515;101;101;101;Così mi fecero parte del loro gruppo.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;516;102;102;102;Così che ero il sesto tra tanta saggezza.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;517;103;103;103;Così arrivammo fino alla lampada.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;518;104;104;104;parlando di cose su cui è meglio tacere;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;519;105;105;105;sì come si parlava lì dove si trovava.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;520;106;106;106;Arrivammo ai piedi di un castello nobile.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;521;107;107;107;Circondato da alte mura sette volte.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;522;108;108;108;Protetto da un bel fiume.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;523;109;109;109;Abbiamo attraversato questo come se fosse terra solida.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;524;110;110;110;Sono entrato attraverso sette porte con questi saggi.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;525;111;111;111;Arrivammo in un prato verde e fresco.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;526;112;112;112;C'erano persone con occhi lenti e pesanti.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;527;113;113;113;con un'aria di grande autorità nei loro volti.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;528;114;114;114;Parlavano raramente, con voci dolci.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;529;115;115;115;Andiamoci da un altro canto.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;530;116;116;116;in un posto aperto, luminoso e alto;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;531;117;117;117;così che tutti potessero vederlo.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;532;118;118;118;Lì dritto, sopra l'erba verde,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;533;119;119;119;Mi sono stati mostrati gli spiriti grandi.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;534;120;120;120;Mi entusiasmo nel vedermi.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;535;121;121;121;Ho visto Eletra con molti amici.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;536;122;122;122;Tra di loro incontrai Ettore ed Enea.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;537;123;123;123;Cesare con gli occhi sgranati armati.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;538;124;124;124;Ho visto Cammilla e Pantasilea.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;539;125;125;125;Dall'altra parte ho visto il re Latino.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;540;126;126;126;che stava seduto con sua figlia Lavina.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;541;127;127;127;Ho visto quel Bruto che ha cacciato Tarquino.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;542;128;128;128;Lucrezia, Iulia, Marzïa e Corniglia.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;543;129;129;129;Da solo, ho visto solo in parte Saladino.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;544;130;130;130;Dopo aver alzato leggermente le sopracciglia,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;545;131;131;131;Vidi il maestro di quelli che sanno;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;546;132;132;132;stare insieme alla famiglia filosofica.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;547;133;133;133;Tutti lo guardano, tutti gli rendono omaggio.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;548;134;134;134;Qui ho visto Socrate e Socrate.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;549;135;135;135;che sono più vicini agli altri;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;550;136;136;136;Democrito crede che il mondo sia governato dal caso.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;551;137;137;137;Diogene, Diogene e Diogene,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;552;138;138;138;Empedocle, Empedocle e Empedocle.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;553;139;139;139;E vidi il gentile accogliitore di cui parlavi.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;555;141;141;141;Tulio e Lino discutono di morale.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;556;142;142;142;Euclide è un matematico e geometra.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;557;143;143;143;Ipocrate, Ipocrate e Ipocrate,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;558;144;144;144;Ho capito che ha fatto un grande commento.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;559;145;145;145;Non posso ritrarre completamente tutti.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;560;146;146;146;ma perché il lungo argomento mi spinge via;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;561;147;147;147;spesso la realtà smentisce ciò che viene detto.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;562;148;148;148;La sesta compagnia si riduce a due persone.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;563;149;149;149;Il saggio duca mi guida per un'altra strada.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;564;150;150;150;Fuori dalla calma, nell'aria che trema.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;4;565;151;151;151;Arrivo in un posto dove non c'è nessuna luce.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;566;1;1;1;Così sono sceso dal primo cerchio.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;567;2;2;2;in basso nel secondo, che si stringe meno;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;568;3;3;3;Il dolore è ancora più intenso e pungente.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;569;4;4;4;Minòs stava lì in modo spaventoso e ringhiava:;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;570;5;5;5;Esamina i peccati all'ingresso.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;571;6;6;6;Giudica e decide in base a come ti sembra giusto.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;572;7;7;7;Dico che quando una persona ha un'anima cattiva.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;573;8;8;8;Arriva davanti a te e si confessa completamente.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;574;9;9;9;e quel esperto dei peccati;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;575;10;10;10;Guarda che posto infernale è quello.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;576;11;11;11;Muovi la coda molte volte;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;577;12;12;12;Indica quanti gradi devono essere abbassati.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;578;13;13;13;Molte persone sono sempre davanti a lui.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;579;14;14;14;vanno a turno giudicando l'una l'altra.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;580;15;15;15;Dicono e ascoltano e poi sono spesso contraddetti.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;581;16;16;16;Tu che arrivi all'ospedale del dolore,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;582;17;17;17;Minòs mi disse quando mi vide.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;583;18;18;18;abbandonando il compito così importante,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;584;19;19;19;Guarda come entri e a chi ti fidi.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;585;20;20;20;Non farti ingannare dalla grandezza dell'ingresso!;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;586;21;21;21;Il mio duca gli chiese: Perché stai gridando così?;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;587;22;22;22;Non ostacolare il suo destino fatale.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;588;23;23;23;Si desidera in quel luogo dove si può fare.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;589;24;24;24;Ciò che si desidera, e non chiedere di più.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;590;25;25;25;Ora iniziano le note tristi;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;592;27;27;27;lì dove molte lacrime mi colpiscono.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;593;28;28;28;Sono arrivato in un luogo completamente buio.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;594;29;29;29;che urla come il mare durante una tempesta;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;595;30;30;30;Se è combattuto da venti contrari.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;596;31;31;31;La tempesta infernale che non si ferma mai;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;597;32;32;32;Schiaccia gli spiriti con il suo furto.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;598;33;33;33;Spostando e colpendo li infastidisce.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;599;34;34;34;Quando arrivarono davanti alla rovina.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;600;35;35;35;qui ci sono urla, pianti e lamenti;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;601;36;36;36;In quel luogo si bestemmia la virtù divina.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;602;37;37;37;Capì che stavo soffrendo così tanto;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;603;38;38;38;I peccatori carnali sono maledetti.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;604;39;39;39;che la ragione sottomette al talento.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;605;40;40;40;E come gli storni portano le ali;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;606;41;41;41;in un grande gruppo numeroso, durante il freddo tempo.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;607;42;42;42;in quel momento li spiriti malvagi respirano;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;608;43;43;43;qua e là, giù e su li porta;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;609;44;44;44;Non hanno mai nessuna speranza che li conforti.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;610;45;45;45;Non per il riposo, ma per una minore sofferenza.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;611;46;46;46;E come le gru vanno cantando le loro melodie,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;612;47;47;47;camminando con un'aria di superiorità;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;613;48;48;48;Così vidi arrivare, portando problemi,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;614;49;49;49;Ombre portate dalla suddetta confusione.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;615;50;50;50;Ho chiesto: Maestro, chi sono quelle?;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;616;51;51;51;Chi sono le persone che vengono punite così duramente dall'aria nera?;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;617;52;52;52;La prima di quelle di cui si parla.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;618;53;53;53;"""Vuoi sapere?"" mi disse allora quella persona.";gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;619;54;54;54;Era imperatrice di molti regni.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;620;55;55;55;A causa di un eccesso di lussuria, fu così distrutta.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;621;56;56;56;quello che è permesso nella sua legge.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;622;57;57;57;Per togliere il disonore in cui era stata condotta.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;623;58;58;58;Lei è Semiramide, di cui si leggo.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;624;59;59;59;Cosa accadde a Nino e alla sua sposa.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;625;60;60;60;Tenne il territorio che il Sultano governava.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;626;61;61;61;L'altra è quella che si uccise per amore.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;627;62;62;62;e tradì la fiducia di Sicheo;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;628;63;63;63;poi c'è la lussuriosa Cleopatra.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;629;64;64;64;Elena, guarda, per cui tanto colpevole;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;630;65;65;65;Il tempo passò e vedi il grande Achille.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;631;66;66;66;che alla fine combatte con amore.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;633;68;68;68;Mostri e nomi sbucarono e furono indicati con il dito.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;634;69;69;69;che l'amore della nostra vita li separi.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;635;70;70;70;Dopo aver ascoltato il mio medico;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;636;71;71;71;sminuire le donne e i cavalieri dell'antichità.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;637;72;72;72;La compassione mi ha colpito e sono quasi rimasto smarrito.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;638;73;73;73;Iniziai dicendo: Poeta, volentieri;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;639;74;74;74;Parlerei a quei due che vanno insieme.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;640;75;75;75;sembrano così leggeri al vento.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;641;76;76;76;Lui mi disse: Vedrai quando sarà.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;643;78;78;78;Per l'amore che li guida, loro arriveranno.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;644;79;79;79;Appena il vento ci spinge verso di loro,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;645;80;80;80;Ho alzato la voce: O anime stanche,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;646;81;81;81;Venite a parlare con noi, se qualcun altro lo nega!;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;647;82;82;82;Quali colombe chiamate dal desiderio;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;648;83;83;83;Con le ali alzate e salde nel dolce nido.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;649;84;84;84;Arrivano portate dal desiderio attraverso l'aria.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;650;85;85;85;così uscire dalla schiera dove si trova Dido,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;651;86;86;86;Arrivando a noi attraverso l'aria cattiva.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;652;87;87;87;Così forte fu il grido affettuoso.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;653;88;88;88;Oh carino e gentile animale;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;654;89;89;89;quando vai a fare una visita persa per l'aria;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;655;90;90;90;Noi che tingemmo il mondo di rosso sangue.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;656;91;91;91;Se il re dell'universo fosse amico.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;657;92;92;92;Noi pregheremmo lui per la tua pace.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;658;93;93;93;E poi provi compassione per il nostro male perverso.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;659;94;94;94;Di ciò che vi piace ascoltare e di ciò che vi piace dire,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;660;95;95;95;Noi vi ascolteremo e parleremo con voi.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;661;96;96;96;mentre il vento, come al solito, ci tace.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;662;97;97;97;La terra su cui sono nata è il posto in cui sono seduta.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;663;98;98;98;sulla riva dove il fiume Po scorre;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;664;99;99;99;per essere in pace con i suoi seguaci.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;665;100;100;100;Amore, che si insinua rapidamente nel cuore gentile.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;666;101;101;101;lui prese la bella persona;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;668;103;103;103;Amore, che non perdona a nessuno amato amare,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;669;104;104;104;Mi ha preso così tanto piacere da lui;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;670;105;105;105;come puoi vedere, non mi ha ancora abbandonato.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;671;106;106;106;L'amore ci ha portato verso la morte.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;672;107;107;107;Caina aspetta coloro che ci hanno tolto la vita.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;673;108;108;108;Queste parole furono portate da loro a noi.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;674;109;109;109;Quando ho sentito quelle anime ferite.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;675;110;110;110;Abbassò il viso e lo tenne così per un po'.;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;676;111;111;111;Fino a quando il poeta mi chiese: Cosa pensi?;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
1;5;677;112;112;112;Quando risposi, dissi: Oh povero me,;gpt-3.5-turbo;modern simple;0.7;"f""Paraphrase the following text in {style} Italian:\n\n{text}"""
