cantica;canto;verse;text;author
1;4;61-63;"and many more he chose for blessedness; and you should know, before these souls were taken, no human soul had ever reached salvation.” ";musa
1;4;64-66;We did not stop our journey while he spoke, but continued on our way along the woods — I say the woods, for souls were thick as trees.;musa
1;4;67-69; We had not gone too far from where I woke when I made out a fire up ahead, a hemisphere of light that lit the dark.  ;musa
1;4;70-72;We were still at some distance from that place, but close enough for me vaguely to see that honorable souls possessed that spot. ;musa
1;4;73-75;“O glory of the sciences and arts, who are these souls enjoying special honor, dwelling apart from all the others here?”;musa
1;4;76-78; And he to me: “The honored name they bear that still resounds above in your own world wins Heaven’s favor for them in this place.”;musa
1;4;79-81; And as he spoke I heard a voice announce: “Now let us honor our illustrious poet, his shade that left is now returned to us.” ;musa
1;4;82-84;And when the voice was silent and all was quiet I saw four mighty shades approaching us, their faces showing neither joy nor sorrow.;musa
1;4;85-87; Then my good master started to explain: “Observe the one who comes with sword in hand, leading the three as if he were their master. ;musa
1;4;88-90;" It is the shade of Homer, sovereign poet, and coming second, Horace, the satirist; Ovid is the third, and last comes Lucan. 
";musa
1;4;91-93;Since they all share one name with me, the name you heard resounding in that single voice, they honor me and do well doing so.”;musa
1;4;94-96; So I saw gathered there the noble school of the master singer of sublimest verse, who soars above all others like the eagle.;musa
1;4;97-99; And after they had talked awhile together, they turned and with a gesture welcomed me, and at that sign I saw my master smile. ;musa
1;4;100-102;Greater honor still they deigned to grant me: they welcomed me as one of their own group, so that I numbered sixth among such minds.;musa
1;4;103-105; We walked together toward the shining light, discussing things that here are best kept silent, as there they were most fitting for discussion. ;musa
1;4;106-108; We reached the boundaries of a splendid castle that seven times was circled by high walls defended by a sweetly flowing stream. ;musa
1;4;109-111;"We walked right over it as on hard ground; through seven gates I passed with those wise spirits, and then we reached a meadow fresh in bloom.";musa
1;4;112-114;" There people were whose eyes were calm and grave, whose bearing told of great authority; seldom they spoke and always quietly. ";musa
1;4;115-117; Then moving to one side we reached a place spread out and luminous, higher than before, allowing us to view all who were there.;musa
1;4;118-120;And right before us on the lustrous green the mighty shades were pointed out to me (my heart felt glory when I looked at them).;musa
1;4;121-123;There was Electra standing with a group, among whom I saw Hector and Aeneas, and Caesar, falcon-eyed and fully armed.;musa
1;4;124-126;"I saw Camilla and Penthesilea; across the way I saw the Latian King, with Lavinia, his daughter, by his side.";musa
1;4;127-129;"I saw the Brutus who drove out the Tarquin; Lucretia, Julia, Marcia, and Cornelia; off, by himself, I noticed Saladin,";musa
1;4;130-132;and when I raised my eyes a little higher I saw the master sage of those who know, sitting with his philosophic family.;musa
1;4;133-135;"All gaze at him, all pay their homage to him; and there I saw both Socrates and Plato, each closer to his side than any other;";musa
1;4;136-138;"Democritus, who said the world was chance, Diogenes, Thales, Anaxagoras, Empedocles, Zeno, and Heraclitus;";musa
1;4;139-141;I saw the one who classified our herbs: Dioscorides I mean. And I saw Orpheus, Tully, Linus, Seneca the moralist.;musa
1;4;142-144;Euclid the geometer, and Ptolemy, Hippocrates, Galen, Avicenna, and Averroes, who made the Commentary.;musa
1;4;145-147;"I cannot tell about them all in full; my theme is long and urges me ahead, often I must omit things I have seen.";musa
1;4;148-150;"The company of six becomes just two; my wise guide leads me by another way out of the quiet into tempestuous air.";musa
1;4;151-151;I come into a place where no light is.;musa
1;5;1-3;This way I went, descending from the first into the second round, that holds less space but much more pain—stinging the soul to wailing.;musa
1;5;4-6;"There stands Minos grotesquely, and he snarls, examining the guilty at the entrance; he judges and dispatches, tail in coils.";musa
1;5;7-9;By this I mean that when the evil soul appears before him, it confesses all, and he, who is the expert judge of sins,;musa
1;5;10-12;"knows to what place in Hell the soul belongs; the times he wraps his tail around himself tell just how far the sinner must go down.";musa
1;5;13-15;"The damned keep crowding up in front of him: they pass along to judgment one by one; they speak, they hear, and then are hurled below.";musa
1;5;16-18;“O you who come to the place where pain is host,” Minos spoke out when he caught sight of me, putting aside the duties of his office,;musa
1;5;19-21;“be careful how you enter and whom you trust, it’s easy to get in, but don’t be fooled!” And my guide said to him: “Why keep on shouting?;musa
1;5;22-24;"Do not attempt to stop his fated journey; it is so willed there where the power is for what is willed; that’s all you need to know.”";musa
1;5;25-27;"And now the notes of anguish start to play upon my ears; and now I find myself where sounds on sounds of weeping pound at me.";musa
1;5;28-30;I came to a place where no light shone at all, bellowing like the sea racked by a tempest, when warring winds attack it from both sides.;musa
1;5;31-33;The infernal storm, eternal in its rage, sweeps and drives the spirits with its blast: it whirls them, lashing them with punishment.;musa
1;5;34-36;"When they are swept back past their place of judgment, then come the shrieks, laments, and anguished cries; there they blaspheme God’s almighty power.";musa
1;5;37-39;"I learned that to this place of punishment all those who sin in lust have been condemned, those who make reason slave to appetite;";musa
1;5;40-42;and as the wings of starlings in the winter bear them along in wide-spread, crowded flocks, so does that wind propel the evil spirits:;musa
1;5;43-45;now here, then there, and up and down, it drives them with never any hope to comfort them—hope not of rest but even of suffering less.;musa
1;5;46-48;And just like cranes in flight, chanting their lays, stretching an endless line in their formation, I saw approaching, crying their laments,;musa
1;5;49-51;spirits carried along by the battling winds. And so I asked, “Teacher, tell me, what souls are these punished in the sweep of the black wind?”;musa
1;5;52-54;"“The first of those whose story you should know,” my master wasted no time answering, “was empress over lands of many tongues;";musa
1;5;55-57;"her vicious tastes had so corrupted her she licensed every form of lust with laws to cleanse the stain of scandal she had spread;";musa
1;5;58-60;"she is Semiramis, who, legend says, was Ninus’ wife as well as his successor; she governed all the land the Sultan rules.";musa
1;5;61-63;"The next is she who killed herself for love and broke faith with the ashes of Sichaeus; and there is Cleopatra, who loved men’s lusting.";musa
1;5;64-66;"See Helen there, the root of evil woe lasting long years, and see the great Achilles, who lost his life to love, in final combat;";musa
1;5;67-69;see Paris, Tristan”—then, more than a thousand he pointed out to me, and named them all, those shades whom love cut off from life on earth.;musa
1;5;70-72;After I heard my teacher call the names of all these knights and ladies of ancient times, pity confused my senses, and I was dazed.;musa
1;5;73-75;I began: “Poet, I would like, with all my heart, to speak to those two there who move together and seem to be so light upon the winds.”;musa
1;5;76-78;"And he: “You’ll see when they are closer to us; if you entreat them by that love of theirs that carries them along, they’ll come to you.”";musa
1;5;79-81;When the winds bent their course in our direction I raised my voice to them, “O wearied souls, come speak with us if it be not forbidden.”;musa
1;5;82-84;As doves, called by desire to return to their sweet nest, with wings raised high and poised, float downward through the air, guided by will,;musa
1;5;85-87;so these two left the flock where Dido is and came toward us through the malignant air, such was the tender power of my call.;musa
1;5;88-90;“O living creature, gracious and so kind, who makes your way here through this dingy air to visit us who stained the world with blood,;musa
1;5;91-93;if we could claim as friend the King of Kings, we would beseech him that he grant you peace, you who show pity for our atrocious plight.;musa
1;5;94-96;Whatever pleases you to hear or speak we will hear and we will speak about with you as long as the wind, here where we are, is silent.;musa
1;5;97-99;The place where I was born lies on the shore where the river Po with its attendant streams descends to seek its final resting place.;musa
1;5;100-102;Love, quick to kindle in the gentle heart, seized this one for the beauty of my body, torn from me. (How it happened still offends me!);musa
1;5;103-105;Love, that excuses no one loved from loving, seized me so strongly with delight in him that, as you see, he never leaves my side.;musa
1;5;106-108;Love led us straight to sudden death together. Caina awaits the one who quenched our lives.” These were the words that came from them to us.;musa
1;5;109-111;When those offended souls had told their story, I bowed my head and kept it bowed until the poet said, “What are you thinking of?”;musa
1;5;112-114;When finally I spoke, I sighed, “Alas, all those sweet thoughts, and oh, how much desiring brought these two down into this agony.”;musa
1;5;115-117;"And then I turned to them and tried to speak; I said, “Francesca, the torment that you suffer brings painful tears of pity to my eyes.";musa
1;5;118-120;But tell me, in that time of your sweet sighing how, and by what signs, did love allow you to recognize your dubious desires?”;musa
1;5;121-123;And she to me: “There is no greater pain than to remember, in our present grief, past happiness (as well your teacher knows)!;musa
1;5;124-126;But if your great desire is to learn the very root of such a love as ours, I shall tell you, but in words of flowing tears.;musa
1;5;127-129;"One day we read, to pass the time away, of Lancelot, of how he fell in love; we were alone, innocent of suspicion.";musa
1;5;130-132;"Time and again our eyes were brought together by the book we read; our faces flushed and paled. To the moment of one line alone we yielded:";musa
1;5;133-135;it was when we read about those longed-for lips now being kissed by such a famous lover, that this one (who shall never leave my side);musa
1;5;136-138;then kissed my mouth, and trembled as he did. Our Galehot was that book and he who wrote it. That day we read no further.”;musa
1;5;139-141;"And all the while the one of the two spirits spoke these words, the other wept, in such a way that pity blurred my senses;";musa
1;5;142-142;I swooned as though to die and fell to Hell’s floor as a body, dead, falls.;musa
1;6;1-3;At the return of consciousness, that closed before the pity of those two relations, which utterly with sadness had confused me.;musa
1;6;4-6;New torments I behold, and new tormented around me, whichever way I move, and whichever way I turn and gaze.;musa
1;6;7-9;"In the third circle am I, of the rain eternal, accursed, cold, and heavy; its law and quality are never new.";musa
1;6;10-12;Huge hail, and water dark and murky, and snow pour down through the tenebrous air in torrents. The earth that receives this is noisome. ;musa
1;6;13-15;Cerberus, monster cruel and strange, with his three throats, barks dog-like. Over the people who are here submerged,;musa
1;6;16-18; his eyes are red, his beard is black and greasy, his belly large, his hands are clawed. He rends the spirits, flays, and quarters them. ;musa
1;6;19-21;"The rain makes them howl like dogs; they shield themselves with one side. From the other, turning often in their miserable torment. ";musa
1;6;22-24;"When Cerberus, the great worm, perceived us, he opened his mouths and displayed his fangs; not a limb had he that was motionless.";musa
1;6;25-27;And my guide, stretching out his hands, took of the earth, and with full fists, he threw it into those ravenous gullets. ;musa
1;6;28-30;As a dog that barks and fiercely craves, but calms itself once it snatches its food, fighting and struggling only to devour it,;musa
1;6;31-33;So did those filthy demon faces turn, the faces of Cerberus, who thunders so, that the souls would wish they could be deaf. ;musa
1;6;34-36;We passed across the shades, whom the heavy rain subdues, placing our feet upon their emptiness, which seemed solid forms.;musa
1;6;37-39;All lay sprawled upon the ground, except for one, who quickly rose to sit, as soon as he saw us passing by. ;musa
1;6;40-42;"“O you that are led through this Hell,” he said to me, “recognize me if you can; you were made before I was unmade.”";musa
1;6;43-45;And I to him: “The anguish you endure may well have taken you from my memory, so that I do not recall having seen you.;musa
1;6;46-48;But tell me who you are, placed in such a sorrowful and woeful spot, where, if any is worse, none is more loathsome.”;musa
1;6;49-51;And he to me: “Your city, which is so full of envy that its sack already overflows, held me in it during my bright life. ;musa
1;6;52-54;"You citizens called me Ciacco; for the ruinous sin of gluttony, as you see, I am broken by this rain.";musa
1;6;55-57;And I, in my misery, am not alone, for all these suffer the same penalty for the same fault.” And he said no more.;musa
1;6;58-60; I answered him: “Ciacco, your suffering weighs upon me so that it moves me to tears. But tell me, if you know, what will become;musa
1;6;61-63; of the citizens of the divided city? Is there any just man among them? And tell me the cause of so much discord.”;musa
1;6;64-66;And he to me: “After long contention, they will come to bloodshed, And the rustic party will drive the other out with much offense.;musa
1;6;67-69;Then, within three years, this one must fall, and the other shall rise in victory, by force of him who now is on the coast.;musa
1;6;70-72;High will it hold its head for a long time, keeping the other under heavy burdens, however it weeps or feels the shame. ;musa
1;6;73-75;"Two men are just, but they are not heeded there; pride, envy, and greed are the three sparks that have set their hearts aflame.”";musa
1;6;76-78;Here he ended his grievous words. And I to him: “I still would learn more, and have you grant me further speech.;musa
1;6;79-81; Farinata and Tegghiaio, who were so worthy, Jacopo Rusticucci, Arrigo, and Mosca, And the others who pursued the good,;musa
1;6;82-84; tell me where they are, and let me know, for I am eager to understand whether Heaven soothes or Hell torments them.”;musa
1;6;85-87;"And he: “They are among the darkest souls, dragged down by different faults; If you descend that far, you may see them.";musa
1;6;88-90;But when you return to the sweet world, I pray you to recall me among men. I tell you no more and answer no more.”;musa
1;6;91-93;Then he turned his straight eyes askew, looked at me a moment, Then bowed his head and fell down with the others, blind as they.;musa
1;6;94-96;And my leader said to me: “He wakes no more until the angel’s trumpet sounds, and the mighty foe arrives.;musa
1;6;97-99;Then each shall find again his mournful tomb, shall take his flesh and form once more, and hear the sound that echoes for eternity.”;musa
1;6;100-102;Thus we went on through the filthy mixture of shades and rain, with slow, heavy steps, Speaking lightly of things to come.;musa
1;6;103-105; So I said: “Master, will these torments increase after the Last Judgment, or will they be less, or just the same?”;musa
1;6;106-108;And he to me: “Return to your learning, which tells you that the more perfect a thing, The more it feels both pleasure and pain.;musa
1;6;109-111;Although these damned shall never reach true perfection, yet they look to be nearer it then than now.”;musa
1;6;112-114;We went round along that road, speaking much more than I now recount, Until we reached the place where the descent is.;musa
1;6;115-115;There we found Plutus, the great enemy.;musa
1;7;1-3;"""Pape Satàn, pape Satàn, Aleppe!"" Thus Plutus with his clucking voice began; and that benignant Sage, who all things knew, ";musa
1;7;4-6;"said, to encourage me: ""Let not thy fear Harm thee; for any power that he may have shall not prevent thy going down this crag."" ";musa
1;7;7-9;"Then he turned round unto that bloated lip, and said: ""Be silent, thou accursed wolf; Consume within thyself with thine own rage. ";musa
1;7;10-12;"Not causeless is this journey to the abyss; thus is it willed on high, where Michael wrought vengeance upon the proud adultery.""";musa
1;7;13-15;Even as the sails inflated by the wind together fall involved when snaps the mast, so fell the cruel monster to the earth.;musa
1;7;16-18;Thus we descended into the fourth chasm, gaining still farther on the dolesome shore which all the woe of the universe insacks.;musa
1;7;19-21;Justice of God, ah! who heaps up so many new toils and sufferings as I beheld? And why doth our transgression waste us so?;musa
1;7;22-24;As doth the billow there upon Charybdis, that breaks itself on that which it encounters, so here the folk must dance their roundelay.;musa
1;7;25-27;Here saw I people, more than elsewhere, many, on one side and the other, with great howls, rolling weights forward by main-force of chest.;musa
1;7;28-30;"They clashed together, and then at that point each one turned backward, rolling retrograde, crying, ""Why keepest?"" and, ""Why squanderest thou?""";musa
1;7;31-33;Thus they returned along the lurid circle on either hand unto the opposite point, shouting their shameful metre evermore.;musa
1;7;34-36;"Then each, when he arrived there, wheeled about through his half-circle to another joust; and I, who had my heart pierced as it were,";musa
1;7;37-39;"Exclaimed: ""My Master, now declare to me what people these are, and if all were clerks, these shaven crowns upon the left of us.""";musa
1;7;40-42;"And he to me: ""All of them were asquint in intellect in the first life, so much that there with measure they no spending made.";musa
1;7;43-45;Clearly enough their voices bark it forth, whene’er they reach the two points of the circle, where sunders them the opposite defect.;musa
1;7;46-48;"Clerks those were who no hairy covering have on the head, and Popes and Cardinals, in whom doth avarice practise its excess.""";musa
1;7;49-51;"And I: ""My Master, among such as these I ought forsooth to recognize some few, who were infected with these maladies.""";musa
1;7;52-54;"And he to me: ""Vain thought thou entertainest; the undiscerning life which made them sordid now makes them unto all discernment dim.";musa
1;7;55-57;"Forever shall they come to these two buttings; these from the sepulchre shall rise again with the fist closed, and these with tresses shorn.";musa
1;7;58-60;"Ill giving and ill keeping the fair world have ta’en from them, and placed them in this scuffle; whate’er it be, no words adorn I for it.";musa
1;7;61-63;Now canst thou, Son, behold the transient farce of goods that are committed unto Fortune, for which the human race each other buffet.;musa
1;7;64-66;"For all the gold that is beneath the moon, or ever has been, of these weary souls could never make a single one repose.""";musa
1;7;67-69;"""Master,"" I said to him, ""now tell me also what is this Fortune which thou speakest of, that has the world's goods so within its clutches?""";musa
1;7;70-72;"And he to me: ""O creatures imbecile, what ignorance is this which doth beset you? Now will I have thee learn my judgment of her.";musa
1;7;73-75;He whose omniscience everything transcends the heavens created, and gave who should guide them, that every part to every part may shine.;musa
1;7;76-78;"Distributing the light in equal measure; he in like manner to the mundane splendors ordained a general ministress and guide,";musa
1;7;79-81;That she might change at times the empty treasures from race to race, from one blood to another, beyond resistance of all human wisdom.;musa
1;7;82-84;Therefore one people triumphs, and another languishes, in pursuance of her judgment, which hidden is, as in the grass a serpent.;musa
1;7;85-87;"Your knowledge has no counterstand against her; she makes provision, judges, and pursues her governance, as theirs the other gods.";musa
1;7;88-90;"Her permutations have not any truce; necessity makes her precipitate, so often cometh who his turn obtains.";musa
1;7;91-93;And this is she who is so crucified even by those who ought to give her praise, giving her blame amiss, and bad repute.;musa
1;7;94-96;"But she is blissful, and she hears it not; among the other primal creatures gladsome she turns her sphere, and blissful she rejoices.";musa
1;7;97-99;"Let us descend now unto greater woe; already sinks each star that was ascending when I set out, and loitering is forbidden.""";musa
1;7;100-102;We crossed the circle to the other bank, near to a fount that boils, and pours itself along a gully that runs out of it.;musa
1;7;103-105;"The water was more sombre far than perse; and we, in company with the dusky waves, made entrance downward by a path uncouth.";musa
1;7;106-108;A marsh it makes, which has the name of Styx, this tristful brooklet, when it has descended down to the foot of the malign gray shores.;musa
1;7;109-111;And I, who stood intent upon beholding, saw people mud-besprent in that lagoon, all of them naked and with angry look.;musa
1;7;112-114;They smote each other not alone with hands, but with the head and with the breast and feet, tearing each other piecemeal with their teeth.;musa
1;7;115-117;"Said the good Master: ""Son, thou now beholdest the souls of those whom anger overcame; and likewise I would have thee know for certain.";musa
1;7;118-120;Beneath the water people are who sigh and make this water bubble at the surface, as the eye tells thee wheresoe’er it turns.;musa
1;7;121-123;"Fixed in the mire they say, ‘We sullen were in the sweet air, which by the sun is gladdened, bearing within ourselves the sluggish reek;";musa
1;7;124-126;"Now we are sullen in this sable mire.’ This hymn do they keep gurgling in their throats, for with unbroken words they cannot say it.""";musa
1;7;127-129;Thus we went circling round the filthy fen a great arc ’twixt the dry bank and the swamp, with eyes turned unto those who gorge the mire.;musa
1;7;130-130;Unto the foot of a tower we came at last.;musa
1;8;1-3;I say, continuing, that long before | We to the foot of that high tower had come, | Our eyes went upward to the summit of it,;musa
1;8;4-6;By reason of two flamelets we saw placed there, | And from afar another answered them, | So far, that hardly could the eye attain it.;musa
1;8;7-9;And, to the sea of all discernment turned, | I said: “What sayeth this, and what respondeth | That other fire? And who are they that made it?”;musa
1;8;10-12;And he to me: “Across the turbid waves | What is expected thou canst now discern, | If reek of the morass conceal it not.”;musa
1;8;13-15;Cord never shot an arrow from itself | That sped away athwart the air so swift, | As I beheld a very little boat;musa
1;8;16-18;Come o’er the water toward us at that moment, | Under the guidance of a single pilot | Who shouted, “Now art thou arrived, fell soul?”;musa
1;8;19-21;"“Phlegyas, Phlegyas,” thou criest out in vain | For this once,” said my Lord; “thou shalt not have us | Longer than in the passing of the slough.”";musa
1;8;22-24;As he who listens to some great deceit | That has been done to him, and then resents it, | Such became Phlegyas, in his gathered wrath.;musa
1;8;25-27;My Guide descended down into the boat, | And then he made me enter after him, | And only when I entered seemed it laden.;musa
1;8;28-30;Soon as the Guide and I were in the boat, | The antique prow goes on its way, dividing | More of the water than ’tis wont with others.;musa
1;8;31-33;While we were running through the dead canal, | Uprose in front of me one full of mire, | And said, “Who art thou that comest ere the hour?”;musa
1;8;34-36;"And I to him: “Although I come, I stay not; | But who art thou that hast become so squalid?” | “Thou seest that I am one who weeps,” he answered.";musa
1;8;37-39;"And I to him: “With weeping and with wailing, | Thou spirit maledict, do thou remain; | For thee I know, though thou art all defiled.”";musa
1;8;40-42;"Then stretched he both his hands unto the boat; | Whereat my wary Master thrust him back, | Saying, “Away there with the other dogs!”";musa
1;8;43-45;"Thereafter with his arms he clasped my neck; | He kissed my face, and said: “Disdainful soul, | Blessed be she who bore thee in her bosom.";musa
1;8;46-48;"That was an arrogant person in the world; | Goodness is none, that decks his memory; | So likewise here his shade is furious.";musa
1;8;49-51;How many are esteemed great kings up there, | Who here shall be like unto swine in mire, | Leaving behind them horrible dispraises!“;musa
1;8;52-54;And I: “My Master, much should I be pleased, | If I could see him soused into this broth, | Before we issue forth out of the lake.”;musa
1;8;55-57;"And he to me: “Ere unto thee the shore | Reveal itself, thou shalt be satisfied; | Such a desire ‘tis meet thou shouldst enjoy.”";musa
1;8;58-60;A little after that, I saw such havoc | Made of him by the people of the mire, | That still I praise and thank my God for it.;musa
1;8;61-63;They all were shouting, “At Filippo Argenti!” | And that exasperate spirit Florentine | Turned round upon himself with his own teeth.;musa
1;8;64-66;"We left him there, and more of him I tell not; | But on mine ears there smote a lamentation, | Whence forward I intent unbar mine eyes.";musa
1;8;67-69;And the good Master said: “Even now, my son, | The city draweth near whose name is Dis, | With the grave citizens, with the great throng.”;musa
1;8;70-72;And I: “Its mosques already, Master, clearly | Within there in the valley I discern | Vermilion, as if issuing from the fire;musa
1;8;73-75;They were.“ And he to me: ”The fire eternal | That kindles them within makes them look red, | As thou beholdest in this nether Hell.“;musa
1;8;76-78;"Then we arrived within the moats profound, | That circumvallate that disconsolate city; | The walls appeared to me to be of iron.";musa
1;8;79-81;Not without making first a circuit wide, | We came unto a place where loud the pilot | Cried out to us, “Debark, here is the entrance.”;musa
1;8;82-84;More than a thousand at the gates I saw | Out of the Heavens rained down, who angrily | Were saying, “Who is this that without death;musa
1;8;85-87;Goes through the kingdom of the people dead?“ | And my sagacious Master made a sign | Of wishing secretly to speak with them.;musa
1;8;88-90;A little then they quelled their great disdain, | And said: “Come thou alone, and he begone | Who has so boldly entered these dominions.;musa
1;8;91-93;"Let him return alone by his mad road; | Try, if he can; for thou shalt here remain, | Who hast escorted him through such dark regions.“";musa
1;8;94-96;"Think, Reader, if I was discomforted | At utterance of the accursed words; | For never to return here I believed.";musa
1;8;97-99;“O my dear Guide, who more than seven times | Hast rendered me security, and drawn me | From imminent peril that before me stood,;musa
1;8;100-102;"Do not desert me,“ said I, ”thus undone; | And if the going farther be denied us, | Let us retrace our steps together swiftly.“";musa
1;8;103-105;"And that Lord, who had led me thitherward, | Said unto me: “Fear not; because our passage | None can take from us, it by Such is given.";musa
1;8;106-108;"But here await me, and thy weary spirit | Comfort and nourish with a better hope; | For in this nether world I will not leave thee.“";musa
1;8;109-111;So onward goes and there abandons me | My Father sweet, and I remain in doubt, | For No or Yes within my head contend.;musa
1;8;112-114;"I could not hear what he proposed to them; | But with them there he did not linger long, | Ere each within in rivalry ran back.";musa
1;8;115-117;They closed the portals, those our adversaries, | On my Lord’s breast, who had remained without | And turned to me with footsteps far between.;musa
1;8;118-120;His eyes cast down, his forehead shorn had he | Of all its boldness, and he said, with sighs, | “Who has denied to me the dolesome houses?”;musa
1;8;121-123;And unto me: “Thou, because I am angry, | Fear not, for I will conquer in the trial, | Whatever for defence within be planned.;musa
1;8;124-126;"This arrogance of theirs is nothing new; | For once they used it at less secret gate, | Which finds itself without a fastening still.";musa
1;8;127-129;"O’er it didst thou behold the dead inscription; | And now this side of it descends the steep, | Passing across the circles without escort,";musa
1;8;130-130;One by whose means the city shall be opened.“;musa
1;9;1-3;That hue which cowardice brought out on me, | Beholding my Conductor backward turn, | Sooner repressed within him his new color.;musa
1;9;4-6;He stopped attentive, like a man who listens, | Because the eye could not conduct him far | Through the black air, and through the heavy fog.;musa
1;9;7-9;"“Still it behoveth us to win the fight,” | Began he; “Else ... Such offered us herself ... | O how I long that some one here arrive!”";musa
1;9;10-12;"Well I perceived, as soon as the beginning | He covered up with what came afterward, | That they were words quite different from the first;";musa
1;9;13-15;But none the less his saying gave me fear, | Because I carried out the broken phrase, | Perhaps to a worse meaning than he had.;musa
1;9;16-18;“Into this bottom of the doleful conch | Doth any e’er descend from the first grade, | Which for its pain has only hope cut off?”;musa
1;9;19-21;"This question put I; and he answered me: | “Seldom it comes to pass that one of us | Maketh the journey upon which I go.";musa
1;9;22-24;True is it, once before I here below | Was conjured by that pitiless Erictho, | Who summoned back the shades unto their bodies.;musa
1;9;25-27;Naked of me short while the flesh had been, | Before within that wall she made me enter, | To bring a spirit from the circle of Judas.”;musa
1;9;28-30;"That is the lowest region and the darkest, | And farthest from the heaven which circles all. | Well know I the way; therefore be reassured.";musa
1;9;31-33;This fen, which a prodigious stench exhales, | Encompasseth about the city dolent, | Where now we cannot enter without anger.”;musa
1;9;34-36;"And more he said, but not in mind I have it; | Because mine eye had altogether drawn me | Tow’rds the high tower with the red-flaming summit.";musa
1;9;37-39;Where in a moment saw I swift uprisen | The three infernal Furies stained with blood, | Who had the limbs of women and their mien,;musa
1;9;40-42;"And with the greenest hydras were begirt; | Small serpents and cerastes were their tresses, | Wherewith their horrid temples were entwined.";musa
1;9;43-45;And he who well the handmaids of the Queen | Of everlasting lamentation knew, | Said unto me: “Behold the fierce Erinnys.;musa
1;9;46-48;"This is Megæra, on the left-hand side; | She who is weeping on the right, Alecto; | Tisiphone is between”; and then was silent.";musa
1;9;49-51;"Each one her breast was rending with her nails; | They beat them with their palms, and cried so loud, | That I for dread pressed close unto the Poet.";musa
1;9;52-54;"“Medusa come, so we to stone will change him!” | All shouted looking down; “in evil hour | Avenged we not on Theseus his assault!”";musa
1;9;55-57;“Turn thyself round, and keep thine eyes close shut, | For if the Gorgon appear, and thou shouldst see it, | No more returning upward would there be.”;musa
1;9;58-60;"Thus said the Master; and he turned me round | Himself, and trusted not unto my hands | So far as not to blind me with his own.";musa
1;9;61-63;O ye who have undistempered intellects, | Observe the doctrine that conceals itself | Beneath the veil of the mysterious verses!;musa
1;9;64-66;"And now there came across the turbid waves | The clangor of a sound with terror fraught, | Because of which both of the margins trembled;";musa
1;9;67-69;Not otherwise it was than of a wind | Impetuous on account of adverse heats, | That smites the forest, and, without restraint,;musa
1;9;70-72;"The branches rends, beats down, and bears away; | Right onward, laden with dust, it goes superb, | And puts to flight the wild beasts and the shepherds.";musa
1;9;73-75;Mine eyes he loosed, and said: “Direct the nerve | Of vision now along that ancient foam, | There yonder where that smoke is most intense.”;musa
1;9;76-78;Even as the frogs before the hostile serpent | Across the water scatter all abroad, | Until each one is huddled in the earth,;musa
1;9;79-81;More than a thousand ruined souls I saw, | Thus fleeing from before one who on foot | Was passing o’er the Styx with soles unwet.;musa
1;9;82-84;From off his face he fanned that unctuous air, | Waving his left hand oft in front of him, | And only with that anguish seemed he weary.;musa
1;9;85-87;"Well I perceived one sent from Heaven was he, | And to the Master turned; and he made sign | That I should quiet stand, and bow before him.";musa
1;9;88-90;Ah! how disdainful he appeared to me! | He reached the gate, and with a little rod | He opened it, for there was no resistance.;musa
1;9;91-93;"“O banished out of Heaven, people despised!” | Thus he began upon the horrid threshold; | “Whence is this arrogance within you couched?";musa
1;9;94-96;Wherefore recalcitrate against that will, | From which the end can never be cut off, | And which has many times increased your pain?;musa
1;9;97-99;What helpeth it to butt against the fates? | Your Cerberus, if you remember well, | For that still bears his chin and gullet peeled.”;musa
1;9;100-102;Then he returned along the miry road, | And spake no word to us, but had the look | Of one whom other care constrains and goads;musa
1;9;103-105;"Than that of him who in his presence is; | And we our feet directed tow’rds the city, | After those holy words all confident.";musa
1;9;106-108;"Within we entered without any contest; | And I, who inclination had to see | What the condition such a fortress holds,";musa
1;9;109-111;Soon as I was within, cast round mine eye, | And see on every hand an ample plain, | Full of distress and torment terrible.;musa
1;9;112-114;Even as at Aries, where stagnant grows the Rhone, | Even as at Pola near to the Quarnaro, | That shuts in Italy and bathes its borders,;musa
1;9;115-117;"The sepulchres make all the place uneven; | So likewise did they there on every side, | Saving that there the manner was more bitter.";musa
1;9;118-120;For flames between the sepulchres were scattered, | By which they so intensely heated were, | That iron more so asks not any art.;musa
1;9;121-123;All of their coverings uplifted were, | And from them issued forth such dire laments, | Sooth seemed they of the wretched and tormented.;musa
1;9;124-126;And I: “My Master, what are all those people | Who, having sepulture within those tombs, | Make themselves audible by doleful sighs?”;musa
1;9;127-129;"And he to me; “Here are the Heresiarchs, | With their disciples of all sects, and much | More than thou thinkest laden are the tombs.";musa
1;9;130-132;"Here like together with its like is buried; | And more and less the monuments are heated.” | And when he to the right had turned, we passed";musa
1;9;133-133;Between the torments and high parapets.;musa
1;10;1-3;Now onward goes, along a narrow path | Between the torments and the city wall, | My Master, and I follow at his back.;musa
1;10;4-6;"“O power supreme, that through these impious circles | Turnest me,” I began, “as pleases thee, | Speak to me, and my longings satisfy;";musa
1;10;7-9;The people who are lying in these tombs, | Might they be seen? already are uplifted | The covers all, and no one keepeth guard.”;musa
1;10;10-12;And he to me: “They all will be closed up | When from Jehosaphat they shall return | Here with the bodies they have left above.;musa
1;10;13-15;"Their cemetery have upon this side | With Epicurus all his followers, | Who with the body mortal make the soul;";musa
