cantica;canto;cum_verse_number;verse_number;text;author
1;10;1303;88;Poi ch’ebbe sospirando il capo mosso,;dante
1;10;1304;89;"""A ciò non fu’ io sol"", disse, ""né certo";dante
1;10;1305;90;sanza cagion con li altri sarei mosso.;dante
1;10;1306;91;Ma fu’ io solo, là dove sofferto;dante
1;10;1307;92;fu per ciascun di tòrre via Fiorenza,;dante
1;10;1308;93;"colui che la difesi a viso aperto"".";dante
1;10;1309;94;"""Deh, se riposi mai vostra semenza"",";dante
1;10;1310;95;"prega’ io lui, ""solvetemi quel nodo";dante
1;10;1311;96;che qui ha ’nviluppata mia sentenza.;dante
1;10;1312;97;El par che voi veggiate, se ben odo,;dante
1;10;1313;98;dinanzi quel che ’l tempo seco adduce,;dante
1;10;1314;99;"e nel presente tenete altro modo"".";dante
1;10;1315;100;"""Noi veggiam, come quei c’ ha mala luce,";dante
1;10;1316;101;"le cose"", disse, ""che ne son lontano;";dante
1;10;1317;102;cotanto ancor ne splende il sommo duce.;dante
1;10;1318;103;Quando s’appressano o son, tutto è vano;dante
1;10;1319;104;"nostro intelletto; e s’altri non ci apporta,";dante
1;10;1320;105;nulla sapem di vostro stato umano.;dante
1;10;1321;106;Però comprender puoi che tutta morta;dante
1;10;1322;107;fia nostra conoscenza da quel punto;dante
1;10;1323;108;"che del futuro fia chiusa la porta"".";dante
1;10;1324;109;Allor, come di mia colpa compunto,;dante
1;10;1325;110;"dissi: ""Or direte dunque a quel caduto";dante
1;10;1326;111;"che ’l suo nato è co’ vivi ancor congiunto;";dante
1;10;1327;112;e s’i’ fui, dianzi, a la risposta muto,;dante
1;10;1328;113;fate i saper che ’l fei perché pensava;dante
1;10;1329;114;"già ne l’error che m’avete soluto"".";dante
1;10;1330;115;"E già ’l maestro mio mi richiamava;";dante
1;10;1331;116;per ch’i’ pregai lo spirto più avaccio;dante
1;10;1332;117;che mi dicesse chi con lu’ istava.;dante
1;10;1333;118;"Dissemi: ""Qui con più di mille giaccio:";dante
1;10;1334;119;qua dentro è ’l secondo Federico;dante
1;10;1335;120;"e ’l Cardinale; e de li altri mi taccio"".";dante
1;10;1336;121;"Indi s’ascose; e io inver’ l’antico";dante
1;10;1337;122;poeta volsi i passi, ripensando;dante
1;10;1338;123;a quel parlar che mi parea nemico.;dante
1;10;1339;124;"Elli si mosse; e poi, così andando,";dante
1;10;1340;125;"mi disse: ""Perché se’ tu sì smarrito?"".";dante
1;10;1341;126;E io li sodisfeci al suo dimando.;dante
1;10;1342;127;"""La mente tua conservi quel ch’udito";dante
1;10;1343;128;"hai contra te"", mi comandò quel saggio;";dante
1;10;1344;129;"""e ora attendi qui"", e drizzò ’l dito:";dante
1;10;1345;130;"""quando sarai dinanzi al dolce raggio";dante
1;10;1346;131;di quella il cui bell’occhio tutto vede,;dante
1;10;1347;132;"da lei saprai di tua vita il vïaggio"".";dante
1;10;1348;133;Appresso mosse a man sinistra il piede:;dante
1;10;1349;134;lasciammo il muro e gimmo inver’ lo mezzo;dante
1;10;1350;135;per un sentier ch’a una valle fiede,;dante
1;10;1351;136;che ’nfin là sù facea spiacer suo lezzo.;dante
1;11;1352;1;In su l’estremità d’un’alta ripa;dante
1;11;1353;2;che facevan gran pietre rotte in cerchio,;dante
1;11;1354;3;"venimmo sopra più crudele stipa;";dante
1;11;1355;4;e quivi, per l’orribile soperchio;dante
1;11;1356;5;del puzzo che ’l profondo abisso gitta,;dante
1;11;1357;6;ci raccostammo, in dietro, ad un coperchio;dante
1;11;1358;7;d’un grand’avello, ov’io vidi una scritta;dante
1;11;1359;8;che dicea: ’Anastasio papa guardo,;dante
1;11;1360;9;lo qual trasse Fotin de la via dritta’.;dante
1;11;1361;10;"""Lo nostro scender conviene esser tardo,";dante
1;11;1362;11;sì che s’ausi un poco in prima il senso;dante
1;11;1363;12;"al tristo fiato; e poi no i fia riguardo"".";dante
1;11;1364;13;"Così ’l maestro; e io ""Alcun compenso"",";dante
1;11;1365;14;"dissi lui, ""trova che ’l tempo non passi";dante
1;11;1366;15;"perduto"". Ed elli: ""Vedi ch’a ciò penso"".";dante
1;11;1367;16;"""Figliuol mio, dentro da cotesti sassi"",";dante
1;11;1368;17;"cominciò poi a dir, ""son tre cerchietti";dante
1;11;1369;18;di grado in grado, come que’ che lassi.;dante
1;11;1370;19;"Tutti son pien di spirti maladetti;";dante
1;11;1371;20;ma perché poi ti basti pur la vista,;dante
1;11;1372;21;intendi come e perché son costretti.;dante
1;11;1373;22;D'ogne malizia, ch'odio in cielo acquista,;dante
1;11;1374;23;ingiuria è 'l fine, ed ogne fin cotale;dante
1;11;1375;24;o con forza o con frode altrui contrista.;dante
1;11;1376;25;Ma perché frode è de l’uom proprio male,;dante
1;11;1377;26;"più spiace a Dio; e però stan di sotto";dante
1;11;1378;27;li frodolenti, e più dolor li assale.}};dante
1;11;1379;28;"Di vïolenti il primo cerchio è tutto;";dante
1;11;1380;29;ma perché si fa forza a tre persone,;dante
1;11;1381;30;in tre gironi è distinto e costrutto.;dante
1;11;1382;31;A Dio, a sé, al prossimo si pòne;dante
1;11;1383;32;far forza, dico in loro e in lor cose,;dante
1;11;1384;33;come udirai con aperta ragione.;dante
1;11;1385;34;Morte per forza e ferute dogliose;dante
1;11;1386;35;nel prossimo si danno, e nel suo avere;dante
1;11;1387;36;"ruine, incendi e tollette dannose;";dante
1;11;1388;37;onde omicide e ciascun che mal fiere,;dante
1;11;1389;38;guastatori e predon, tutti tormenta;dante
1;11;1390;39;lo giron primo per diverse schiere.;dante
1;11;1391;40;Puote omo avere in sé man vïolenta;dante
1;11;1392;41;"e ne’ suoi beni; e però nel secondo";dante
1;11;1393;42;giron convien che sanza pro si penta;dante
1;11;1394;43;qualunque priva sé del vostro mondo,;dante
1;11;1395;44;biscazza e fonde la sua facultade,;dante
1;11;1396;45;e piange là dov’esser de’ giocondo.;dante
1;11;1397;46;Puossi far forza ne la deïtade,;dante
1;11;1398;47;col cor negando e bestemmiando quella,;dante
1;11;1399;48;"e spregiando natura e sua bontade;";dante
1;11;1400;49;e però lo minor giron suggella;dante
1;11;1401;50;del segno suo e Soddoma e Caorsa;dante
1;11;1402;51;e chi, spregiando Dio col cor, favella.}};dante
1;11;1403;52;La frode, ond'ogne coscïenza è morsa,;dante
1;11;1404;53;può l'omo usare in colui che 'n lui fida;dante
1;11;1405;54;e in quel che fidanza non imborsa.;dante
1;11;1406;55;Questo modo di retro par ch’incida;dante
1;11;1407;56;"pur lo vinco d’amor che fa natura;";dante
1;11;1408;57;onde nel cerchio secondo s’annida;dante
1;11;1409;58;ipocresia, lusinghe e chi affattura,;dante
1;11;1410;59;falsità, ladroneccio e simonia,;dante
1;11;1411;60;ruffian, baratti e simile lordura.}};dante
1;11;1412;61;Per l’altro modo quell’amor s’oblia;dante
1;11;1413;62;che fa natura, e quel ch’è poi aggiunto,;dante
1;11;1414;63;"di che la fede spezïal si cria;";dante
1;11;1415;64;onde nel cerchio minore, ov’è ’l punto;dante
1;11;1416;65;de l’universo in su che Dite siede,;dante
1;11;1417;66;"qualunque trade in etterno è consunto"".";dante
1;11;1418;67;"E io: ""Maestro, assai chiara procede";dante
1;11;1419;68;la tua ragione, e assai ben distingue;dante
1;11;1420;69;questo baràtro e ’l popol ch’e’ possiede.;dante
1;11;1421;70;Ma dimmi: quei de la palude pingue,;dante
1;11;1422;71;che mena il vento, e che batte la pioggia,;dante
1;11;1423;72;e che s’incontran con sì aspre lingue,;dante
1;11;1424;73;perché non dentro da la città roggia;dante
1;11;1425;74;sono ei puniti, se Dio li ha in ira?;dante
1;11;1426;75;"e se non li ha, perché sono a tal foggia?"".";dante
1;11;1427;76;"Ed elli a me ""Perché tanto delira"",";dante
1;11;1428;77;"disse, ""lo ’ngegno tuo da quel che sòle?";dante
1;11;1429;78;o ver la mente dove altrove mira?;dante
1;11;1430;79;Non ti rimembra di quelle parole;dante
1;11;1431;80;con le quai la tua Etica pertratta;dante
1;11;1432;81;le tre disposizion che ’l ciel non vole,;dante
1;11;1433;82;incontenenza, malizia e la matta;dante
1;11;1434;83;bestialitade? e come incontenenza;dante
1;11;1435;84;men Dio offende e men biasimo accatta?;dante
1;11;1436;85;Se tu riguardi ben questa sentenza,;dante
1;11;1437;86;e rechiti a la mente chi son quelli;dante
1;11;1438;87;che sù di fuor sostegnon penitenza,;dante
1;11;1439;88;tu vedrai ben perché da questi felli;dante
1;11;1440;89;sien dipartiti, e perché men crucciata;dante
1;11;1441;90;"la divina vendetta li martelli"".";dante
1;11;1442;91;"""O sol che sani ogne vista turbata,";dante
1;11;1443;92;tu mi contenti sì quando tu solvi,;dante
1;11;1444;93;che, non men che saver, dubbiar m'aggrata.}};dante
1;11;1445;94;"Ancora in dietro un poco ti rivolvi"",";dante
1;11;1446;95;"diss’io, ""là dove di’ ch’usura offende";dante
1;11;1447;96;"la divina bontade, e ’l groppo solvi"".";dante
1;11;1448;97;"""Filosofia"", mi disse, ""a chi la ’ntende,";dante
1;11;1449;98;nota, non pure in una sola parte,;dante
1;11;1450;99;come natura lo suo corso prende;dante
1;11;1451;100;"dal divino ’ntelletto e da sua arte;";dante
1;11;1452;101;e se tu ben la tua Fisica note,;dante
1;11;1453;102;tu troverai, non dopo molte carte,;dante
1;11;1454;103;che l’arte vostra quella, quanto pote,;dante
1;11;1455;104;"segue, come ’l maestro fa ’l discente;";dante
1;11;1456;105;sì che vostr’arte a Dio quasi è nepote.;dante
1;11;1457;106;Da queste due, se tu ti rechi a mente;dante
1;11;1458;107;lo Genesì dal principio, convene;dante
1;11;1459;108;"prender sua vita e avanzar la gente;";dante
1;11;1460;109;e perché l’usuriere altra via tene,;dante
1;11;1461;110;per sé natura e per la sua seguace;dante
1;11;1462;111;dispregia, poi ch’in altro pon la spene.}};dante
1;11;1463;112;"Ma seguimi oramai che ’l gir mi piace;";dante
1;11;1464;113;ché i Pesci guizzan su per l’orizzonta,;dante
1;11;1465;114;e ’l Carro tutto sovra ’l Coro giace,;dante
1;11;1466;115;"e ’l balzo via là oltra si dismonta"".";dante
1;12;1467;1;Era lo loco ov’a scender la riva;dante
1;12;1468;2;venimmo, alpestro e, per quel che v’er’anco,;dante
1;12;1469;3;tal, ch’ogne vista ne sarebbe schiva.;dante
1;12;1470;4;Qual è quella ruina che nel fianco;dante
1;12;1471;5;di qua da Trento l’Adice percosse,}};dante
1;12;1472;6;o per tremoto o per sostegno manco,;dante
1;12;1473;7;che da cima del monte, onde si mosse,;dante
1;12;1474;8;al piano è sì la roccia discoscesa,;dante
1;12;1475;9;ch’alcuna via darebbe a chi sù fosse:;dante
1;12;1476;10;"cotal di quel burrato era la scesa;";dante
1;12;1477;11;e ’n su la punta de la rotta lacca;dante
1;12;1478;12;l’infamïa di Creti era distesa;dante
1;12;1479;13;"che fu concetta ne la falsa vacca;";dante
1;12;1480;14;e quando vide noi, sé stesso morse,;dante
1;12;1481;15;sì come quei cui l’ira dentro fiacca.;dante
1;12;1482;16;"Lo savio mio inver’ lui gridò: ""Forse";dante
1;12;1483;17;tu credi che qui sia ’l duca d’Atene,;dante
1;12;1484;18;che sù nel mondo la morte ti porse?;dante
1;12;1485;19;Pàrtiti, bestia, ché questi non vene;dante
1;12;1486;20;ammaestrato da la tua sorella,;dante
1;12;1487;21;"ma vassi per veder le vostre pene"".";dante
1;12;1488;22;Qual è quel toro che si slaccia in quella;dante
1;12;1489;23;c’ ha ricevuto già ’l colpo mortale,;dante
1;12;1490;24;che gir non sa, ma qua e là saltella,;dante
1;12;1491;25;"vid’io lo Minotauro far cotale;";dante
1;12;1492;26;"e quello accorto gridò: ""Corri al varco;";dante
1;12;1493;27;"mentre ch’e’ ’nfuria, è buon che tu ti cale"".";dante
1;12;1494;28;Così prendemmo via giù per lo scarco;dante
1;12;1495;29;di quelle pietre, che spesso moviensi;dante
1;12;1496;30;sotto i miei piedi per lo novo carco.;dante
1;12;1497;31;"Io gia pensando; e quei disse: ""Tu pensi";dante
1;12;1498;32;forse a questa ruina, ch’è guardata;dante
1;12;1499;33;da quell’ira bestial ch’i’ ora spensi.;dante
1;12;1500;34;Or vo’ che sappi che l’altra fïata;dante
1;12;1501;35;ch’i’ discesi qua giù nel basso inferno,;dante
1;12;1502;36;questa roccia non era ancor cascata.;dante
1;12;1503;37;Ma certo poco pria, se ben discerno,;dante
1;12;1504;38;che venisse colui che la gran preda;dante
1;12;1505;39;levò a Dite del cerchio superno,;dante
1;12;1506;40;da tutte parti l’alta valle feda;dante
1;12;1507;41;tremò sì, ch’i’ pensai che l’universo;dante
1;12;1508;42;sentisse amor, per lo qual è chi creda;dante
1;12;1509;43;"più volte il mondo in caòsso converso;";dante
1;12;1510;44;e in quel punto questa vecchia roccia,;dante
1;12;1511;45;qui e altrove, tal fece riverso.;dante
1;12;1512;46;Ma ficca li occhi a valle, ché s’approccia;dante
1;12;1513;47;la riviera del sangue in la qual bolle;dante
1;12;1514;48;"qual che per vïolenza in altrui noccia"".";dante
1;12;1515;49;Oh cieca cupidigia e ira folle,;dante
1;12;1516;50;che sì ci sproni ne la vita corta,;dante
1;12;1517;51;e ne l’etterna poi sì mal c’immolle!;dante
1;12;1518;52;Io vidi un’ampia fossa in arco torta,;dante
1;12;1519;53;come quella che tutto ’l piano abbraccia,;dante
1;12;1520;54;"secondo ch’avea detto la mia scorta;";dante
1;12;1521;55;e tra ’l piè de la ripa ed essa, in traccia;dante
1;12;1522;56;corrien centauri, armati di saette,;dante
1;12;1523;57;come solien nel mondo andare a caccia.;dante
1;12;1524;58;Veggendoci calar, ciascun ristette,;dante
1;12;1525;59;e de la schiera tre si dipartiro;dante
1;12;1526;60;"con archi e asticciuole prima elette;";dante
1;12;1527;61;"e l’un gridò da lungi: ""A qual martiro";dante
1;12;1528;62;venite voi che scendete la costa?;dante
1;12;1529;63;"Ditel costinci; se non, l’arco tiro"".";dante
1;12;1530;64;"Lo mio maestro disse: ""La risposta";dante
1;12;1531;65;farem noi a Chirón costà di presso:;dante
1;12;1532;66;"mal fu la voglia tua sempre sì tosta"".";dante
1;12;1533;67;"Poi mi tentò, e disse: ""Quelli è Nesso,";dante
1;12;1534;68;che morì per la bella Deianira,;dante
1;12;1535;69;e fé di sé la vendetta elli stesso.;dante
1;12;1536;70;E quel di mezzo, ch’al petto si mira,;dante
1;12;1537;71;"è il gran Chirón, il qual nodrì Achille;";dante
1;12;1538;72;quell’altro è Folo, che fu sì pien d’ira.;dante
1;12;1539;73;Dintorno al fosso vanno a mille a mille,;dante
1;12;1540;74;saettando qual anima si svelle;dante
1;12;1541;75;"del sangue più che sua colpa sortille"".";dante
1;12;1542;76;Noi ci appressammo a quelle fiere isnelle:;dante
1;12;1543;77;Chirón prese uno strale, e con la cocca;dante
1;12;1544;78;fece la barba in dietro a le mascelle.;dante
1;12;1545;79;Quando s’ebbe scoperta la gran bocca,;dante
1;12;1546;80;"disse a’ compagni: ""Siete voi accorti";dante
1;12;1547;81;che quel di retro move ciò ch’el tocca?;dante
1;12;1548;82;"Così non soglion far li piè d’i morti"".";dante
1;12;1549;83;E ’l mio buon duca, che già li er’al petto,;dante
1;12;1550;84;dove le due nature son consorti,;dante
1;12;1551;85;"rispuose: ""Ben è vivo, e sì soletto";dante
1;12;1552;86;"mostrar li mi convien la valle buia;";dante
1;12;1553;87;necessità ’l ci ’nduce, e non diletto.;dante
1;12;1554;88;Tal si partì da cantare alleluia;dante
1;12;1555;89;che mi commise quest’officio novo:;dante
1;12;1556;90;non è ladron, né io anima fuia.;dante
1;12;1557;91;Ma per quella virtù per cu’ io movo;dante
1;12;1558;92;li passi miei per sì selvaggia strada,;dante
1;12;1559;93;danne un de’ tuoi, a cui noi siamo a provo,;dante
1;12;1560;94;e che ne mostri là dove si guada,;dante
1;12;1561;95;e che porti costui in su la groppa,;dante
1;12;1562;96;"ché non è spirto che per l’aere vada"".";dante
1;12;1563;97;Chirón si volse in su la destra poppa,;dante
1;12;1564;98;"e disse a Nesso: ""Torna, e sì li guida,";dante
1;12;1565;99;"e fa cansar s’altra schiera v’intoppa"".";dante
1;12;1566;100;Or ci movemmo con la scorta fida;dante
1;12;1567;101;lungo la proda del bollor vermiglio,;dante
1;12;1568;102;dove i bolliti facieno alte strida.;dante
1;12;1569;103;"Io vidi gente sotto infino al ciglio;";dante
1;12;1570;104;"e ’l gran centauro disse: ""E’ son tiranni";dante
1;12;1571;105;che dier nel sangue e ne l’aver di piglio.;dante
1;12;1572;106;"Quivi si piangon li spietati danni;";dante
1;12;1573;107;quivi è Alessandro, e Dïonisio fero;dante
1;12;1574;108;che fé Cicilia aver dolorosi anni.;dante
1;12;1575;109;E quella fronte c’ ha ’l pel così nero,;dante
1;12;1576;110;"è Azzolino; e quell’altro ch’è biondo,";dante
1;12;1577;111;è Opizzo da Esti, il qual per vero;dante
1;12;1578;112;"fu spento dal figliastro sù nel mondo"".";dante
1;12;1579;113;Allor mi volsi al poeta, e quei disse:;dante
1;12;1580;114;"""Questi ti sia or primo, e io secondo"".";dante
1;12;1581;115;Poco più oltre il centauro s’affisse;dante
1;12;1582;116;sovr’una gente che ’nfino a la gola;dante
1;12;1583;117;parea che di quel bulicame uscisse.;dante
1;12;1584;118;Mostrocci un’ombra da l’un canto sola,;dante
1;12;1585;119;"dicendo: ""Colui fesse in grembo a Dio";dante
1;12;1586;120;"lo cor che ’n su Tamisi ancor si cola"".";dante
1;12;1587;121;Poi vidi gente che di fuor del rio;dante
1;12;1588;122;"tenean la testa e ancor tutto ’l casso;";dante
1;12;1589;123;e di costoro assai riconobb’io.;dante
1;12;1590;124;Così a più a più si facea basso;dante
1;12;1591;125;"quel sangue, sì che cocea pur li piedi;";dante
1;12;1592;126;e quindi fu del fosso il nostro passo.;dante
1;12;1593;127;"""Sì come tu da questa parte vedi";dante
1;12;1594;128;"lo bulicame che sempre si scema"",";dante
1;12;1595;129;"disse ’l centauro, ""voglio che tu credi";dante
1;12;1596;130;che da quest’altra a più a più giù prema;dante
1;12;1597;131;lo fondo suo, infin ch’el si raggiunge;dante
1;12;1598;132;ove la tirannia convien che gema.;dante
1;12;1599;133;La divina giustizia di qua punge;dante
1;12;1600;134;quell’Attila che fu flagello in terra,;dante
1;12;1601;135;"e Pirro e Sesto; e in etterno munge";dante
1;12;1602;136;le lagrime, che col bollor diserra,;dante
1;12;1603;137;a Rinier da Corneto, a Rinier Pazzo,;dante
1;12;1604;138;"che fecero a le strade tanta guerra"".";dante
1;12;1605;139;Poi si rivolse e ripassossi ’l guazzo.;dante
1;13;1606;1;Non era ancor di là Nesso arrivato,;dante
1;13;1607;2;quando noi ci mettemmo per un bosco;dante
1;13;1608;3;che da neun sentiero era segnato.;dante
1;13;1609;4;"Non fronda verde, ma di color fosco;";dante
1;13;1610;5;"non rami schietti, ma nodosi e ’nvolti;";dante
1;13;1611;6;non pomi v’eran, ma stecchi con tòsco.;dante
1;13;1612;7;Non han sì aspri sterpi né sì folti;dante
1;13;1613;8;quelle fiere selvagge che ’n odio hanno;dante
1;13;1614;9;tra Cecina e Corneto i luoghi cólti.;dante
1;13;1615;10;Quivi le brutte Arpie lor nidi fanno,;dante
1;13;1616;11;che cacciar de le Strofade i Troiani;dante
1;13;1617;12;con tristo annunzio di futuro danno.;dante
1;13;1618;13;Ali hanno late, e colli e visi umani,;dante
1;13;1619;14;"piè con artigli, e pennuto ’l gran ventre;";dante
1;13;1620;15;fanno lamenti in su li alberi strani.;dante
1;13;1621;16;"E ’l buon maestro ""Prima che più entre,";dante
1;13;1622;17;"sappi che se’ nel secondo girone"",";dante
1;13;1623;18;"mi cominciò a dire, ""e sarai mentre";dante
1;13;1624;19;che tu verrai ne l’orribil sabbione.;dante
1;13;1625;20;"Però riguarda ben; sì vederai";dante
1;13;1626;21;"cose che torrien fede al mio sermone"".";dante
1;13;1627;22;Io sentia d’ogne parte trarre guai;dante
1;13;1628;23;"e non vedea persona che ’l facesse;";dante
1;13;1629;24;per ch’io tutto smarrito m’arrestai.;dante
1;13;1630;25;Cred’ïo ch’ei credette ch’io credesse;dante
1;13;1631;26;che tante voci uscisser, tra quei bronchi,;dante
1;13;1632;27;da gente che per noi si nascondesse.;dante
1;13;1633;28;"Però disse ’l maestro: ""Se tu tronchi";dante
1;13;1634;29;qualche fraschetta d’una d’este piante,;dante
1;13;1635;30;"li pensier c’ hai si faran tutti monchi"".";dante
1;13;1636;31;Allor porsi la mano un poco avante;dante
1;13;1637;32;"e colsi un ramicel da un gran pruno;";dante
1;13;1638;33;"e ’l tronco suo gridò: ""Perché mi schiante?"".";dante
1;13;1639;34;Da che fatto fu poi di sangue bruno,;dante
1;13;1640;35;"ricominciò a dir: ""Perché mi scerpi?";dante
1;13;1641;36;non hai tu spirto di pietade alcuno?;dante
1;13;1642;37;Uomini fummo, e or siam fatti sterpi:;dante
1;13;1643;38;ben dovrebb’esser la tua man più pia,;dante
1;13;1644;39;"se state fossimo anime di serpi"".";dante
1;13;1645;40;Come d’un stizzo verde ch’arso sia;dante
1;13;1646;41;da l’un de’ capi, che da l’altro geme;dante
1;13;1647;42;e cigola per vento che va via,;dante
1;13;1648;43;sì de la scheggia rotta usciva insieme;dante
1;13;1649;44;"parole e sangue; ond’io lasciai la cima";dante
1;13;1650;45;cadere, e stetti come l’uom che teme.;dante
1;13;1651;46;"""S’elli avesse potuto creder prima"",";dante
1;13;1652;47;"rispuose ’l savio mio, ""anima lesa,";dante
1;13;1653;48;ciò c’ ha veduto pur con la mia rima,;dante
1;13;1654;49;"non averebbe in te la man distesa;";dante
1;13;1655;50;ma la cosa incredibile mi fece;dante
1;13;1656;51;indurlo ad ovra ch’a me stesso pesa.;dante
1;13;1657;52;Ma dilli chi tu fosti, sì che ’n vece;dante
1;13;1658;53;d’alcun’ammenda tua fama rinfreschi;dante
1;13;1659;54;"nel mondo sù, dove tornar li lece"".";dante
1;13;1660;55;"E ’l tronco: ""Sì col dolce dir m’adeschi,";dante
1;13;1661;56;"ch’i’ non posso tacere; e voi non gravi";dante
1;13;1662;57;perch’ïo un poco a ragionar m’inveschi}}.;dante
1;13;1663;58;Io son colui che tenni ambo le chiavi;dante
1;13;1664;59;del cor di Federigo, e che le volsi,;dante
1;13;1665;60;serrando e diserrando, sì soavi,;dante
1;13;1666;61;"che dal secreto suo quasi ogn’uom tolsi;";dante
1;13;1667;62;fede portai al glorïoso offizio,;dante
1;13;1668;63;tanto ch’i’ ne perde’ li sonni e ’ polsi.;dante
1;13;1669;64;La meretrice che mai da l’ospizio;dante
1;13;1670;65;di Cesare non torse li occhi putti,;dante
1;13;1671;66;morte comune e de le corti vizio,;dante
1;13;1672;67;"infiammò contra me li animi tutti;";dante
1;13;1673;68;e li ’nfiammati infiammar sì Augusto,;dante
1;13;1674;69;che ’ lieti onor tornaro in tristi lutti.;dante
1;13;1675;70;L’animo mio, per disdegnoso gusto,;dante
1;13;1676;71;credendo col morir fuggir disdegno,;dante
1;13;1677;72;ingiusto fece me contra me giusto.;dante
1;13;1678;73;Per le nove radici d’esto legno;dante
1;13;1679;74;vi giuro che già mai non ruppi fede;dante
1;13;1680;75;al mio segnor, che fu d’onor sì degno.;dante
1;13;1681;76;E se di voi alcun nel mondo riede,;dante
1;13;1682;77;conforti la memoria mia, che giace;dante
1;13;1683;78;"ancor del colpo che ’nvidia le diede"".";dante
1;13;1684;79;"Un poco attese, e poi ""Da ch’el si tace"",";dante
1;13;1685;80;"disse ’l poeta a me, ""non perder l’ora;";dante
1;13;1686;81;"ma parla, e chiedi a lui, se più ti piace"".";dante
1;13;1687;82;"Ond’ïo a lui: ""Domandal tu ancora";dante
1;13;1688;83;"di quel che credi ch’a me satisfaccia;";dante
1;13;1689;84;"ch’i’ non potrei, tanta pietà m’accora"".";dante
1;13;1690;85;"Perciò ricominciò: ""Se l’om ti faccia";dante
1;13;1691;86;liberamente ciò che ’l tuo dir priega,;dante
1;13;1692;87;spirito incarcerato, ancor ti piaccia;dante
1;13;1693;88;di dirne come l’anima si lega;dante
1;13;1694;89;"in questi nocchi; e dinne, se tu puoi,";dante
1;13;1695;90;"s’alcuna mai di tai membra si spiega"".";dante
1;13;1696;91;Allor soffiò il tronco forte, e poi;dante
1;13;1697;92;si convertì quel vento in cotal voce:;dante
1;13;1698;93;"""Brievemente sarà risposto a voi.";dante
1;13;1699;94;Quando si parte l’anima feroce;dante
1;13;1700;95;dal corpo ond’ella stessa s’è disvelta,;dante
1;13;1701;96;Minòs la manda a la settima foce.;dante
1;13;1702;97;"Cade in la selva, e non l’è parte scelta;";dante
1;13;1703;98;ma là dove fortuna la balestra,;dante
1;13;1704;99;quivi germoglia come gran di spelta.;dante
1;13;1705;100;Surge in vermena e in pianta silvestra:;dante
1;13;1706;101;l’Arpie, pascendo poi de le sue foglie,;dante
1;13;1707;102;fanno dolore, e al dolor fenestra.;dante
1;13;1708;103;Come l’altre verrem per nostre spoglie,;dante
1;13;1709;104;ma non però ch’alcuna sen rivesta,;dante
1;13;1710;105;ché non è giusto aver ciò ch’om si toglie.;dante
1;13;1711;106;Qui le strascineremo, e per la mesta;dante
1;13;1712;107;selva saranno i nostri corpi appesi,;dante
1;13;1713;108;"ciascuno al prun de l’ombra sua molesta"".";dante
1;13;1714;109;Noi eravamo ancora al tronco attesi,;dante
1;13;1715;110;credendo ch’altro ne volesse dire,;dante
1;13;1716;111;quando noi fummo d’un romor sorpresi,;dante
1;13;1717;112;similemente a colui che venire;dante
1;13;1718;113;sente ’l porco e la caccia a la sua posta,;dante
1;13;1719;114;ch’ode le bestie, e le frasche stormire.;dante
1;13;1720;115;Ed ecco due da la sinistra costa,;dante
1;13;1721;116;nudi e graffiati, fuggendo sì forte,;dante
1;13;1722;117;che de la selva rompieno ogne rosta.;dante
1;13;1723;118;"Quel dinanzi: ""Or accorri, accorri, morte!"".";dante
1;13;1724;119;E l’altro, cui pareva tardar troppo,;dante
1;13;1725;120;"gridava: ""Lano, sì non furo accorte";dante
1;13;1726;121;"le gambe tue a le giostre dal Toppo!"".";dante
1;13;1727;122;E poi che forse li fallia la lena,;dante
1;13;1728;123;di sé e d’un cespuglio fece un groppo.;dante
1;13;1729;124;Di rietro a loro era la selva piena;dante
1;13;1730;125;di nere cagne, bramose e correnti;dante
1;13;1731;126;come veltri ch’uscisser di catena.;dante
1;13;1732;127;In quel che s’appiattò miser li denti,;dante
1;13;1733;128;"e quel dilaceraro a brano a brano;";dante
1;13;1734;129;poi sen portar quelle membra dolenti.;dante
1;13;1735;130;Presemi allor la mia scorta per mano,;dante
1;13;1736;131;e menommi al cespuglio che piangea;dante
1;13;1737;132;per le rotture sanguinenti in vano.;dante
1;13;1738;133;"""O Iacopo"", dicea, ""da Santo Andrea,";dante
1;13;1739;134;che t’è giovato di me fare schermo?;dante
1;13;1740;135;"che colpa ho io de la tua vita rea?"".";dante
1;13;1741;136;Quando ’l maestro fu sovr’esso fermo,;dante
1;13;1742;137;"disse: ""Chi fosti, che per tante punte";dante
1;13;1743;138;"soffi con sangue doloroso sermo?"".";dante
1;13;1744;139;"Ed elli a noi: ""O anime che giunte";dante
1;13;1745;140;siete a veder lo strazio disonesto;dante
1;13;1746;141;c’ ha le mie fronde sì da me disgiunte,;dante
1;13;1747;142;raccoglietele al piè del tristo cesto.;dante
1;13;1748;143;I’ fui de la città che nel Batista;dante
1;13;1749;144;"mutò ’l primo padrone; ond’ei per questo";dante
1;13;1750;145;"sempre con l’arte sua la farà trista;";dante
1;13;1751;146;e se non fosse che ’n sul passo d’Arno;dante
1;13;1752;147;rimane ancor di lui alcuna vista,;dante
1;13;1753;148;que’ cittadin che poi la rifondarno;dante
1;13;1754;149;sovra ’l cener che d’Attila rimase,;dante
1;13;1755;150;avrebber fatto lavorare indarno.;dante
