cantica;canto;verse;text
Inferno;28;67-69;ristato a riguardar per maraviglia con li altri, innanzi a li altri aprì la canna, ch’era di fuor d’ogne parte vermiglia,
Inferno;28;70-72;"e disse: ""O tu cui colpa non condanna e cu’ io vidi in su terra latina, se troppa simiglianza non m’inganna,"
Inferno;28;73-75;rimembriti di Pier da Medicina, se mai torni a veder lo dolce piano che da Vercelli a Marcabò dichina.
Inferno;28;76-78;E fa sapere a’ due miglior da Fano, a messer Guido e anco ad Angiolello, che, se l’antiveder qui non è vano,
Inferno;28;79-81;gittati saran fuor di lor vasello e mazzerati presso a la Cattolica per tradimento d’un tiranno fello.
Inferno;28;82-84;Tra l’isola di Cipri e di Maiolica non vide mai sì gran fallo Nettuno, non da pirate, non da gente argolica.
Inferno;28;85-87;Quel traditor che vede pur con l’uno, e tien la terra che tale qui meco vorrebbe di vedere esser digiuno,
Inferno;28;88-90;"farà venirli a parlamento seco; poi farà sì, ch’al vento di Focara non sarà lor mestier voto né preco""."
Inferno;28;91-93;"E io a lui: ""Dimostrami e dichiara, se vuo’ ch’i’ porti sù di te novella, chi è colui da la veduta amara""."
Inferno;28;94-96;"Allor puose la mano a la mascella d’un suo compagno e la bocca li aperse, gridando: ""Questi è desso, e non favella."
Inferno;28;97-99;"Questi, scacciato, il dubitar sommerse in Cesare, affermando che ’l fornito sempre con danno l’attender sofferse""."
Inferno;28;100-102;Oh quanto mi pareva sbigottito con la lingua tagliata ne la strozza Curïo, ch’a dir fu così ardito!
Inferno;28;103-105;E un ch’avea l’una e l’altra man mozza, levando i moncherin per l’aura fosca, sì che ’l sangue facea la faccia sozza,
Inferno;28;106-108;"gridò: ""Ricordera’ ti anche del Mosca, che disse, lasso!, ’Capo ha cosa fatta’, che fu mal seme per la gente tosca""."
Inferno;28;109-111;"E io li aggiunsi: ""E morte di tua schiatta""; per ch’elli, accumulando duol con duolo, sen gio come persona trista e matta."
Inferno;28;112-114;"Ma io rimasi a riguardar lo stuolo, e vidi cosa ch’io avrei paura, sanza più prova, di contarla solo;"
Inferno;28;115-117;se non che coscïenza m'assicura, la buona compagnia che l'uom francheggia sotto l'asbergo del sentirsi pura.}}
Inferno;28;118-120;"Io vidi certo, e ancor par ch’io ’l veggia, un busto sanza capo andar sì come andavan li altri de la trista greggia;"
Inferno;28;121-123;"e ’l capo tronco tenea per le chiome, pesol con mano a guisa di lanterna: e quel mirava noi e dicea: ""Oh me!""."
Inferno;28;124-126;"Di sé facea a sé stesso lucerna, ed eran due in uno e uno in due; com’esser può, quei sa che sì governa."
Inferno;28;127-129;Quando diritto al piè del ponte fue, levò ’l braccio alto con tutta la testa per appressarne le parole sue,
Inferno;28;130-132;"che fuoro: ""Or vedi la pena molesta, tu che, spirando, vai veggendo i morti: vedi s’alcuna è grande come questa."
Inferno;28;133-135;E perché tu di me novella porti, sappi ch’i’ son Bertram dal Bornio, quelli che diedi al re giovane i ma’ conforti.
Inferno;28;136-138;"Io feci il padre e ’l figlio in sé ribelli; Achitofèl non fé più d’Absalone e di Davìd coi malvagi punzelli."
Inferno;28;139-141;Perch’io parti’ così giunte persone, partito porto il mio cerebro, lasso!, dal suo principio ch’è in questo troncone.
Inferno;28;142-142;"Così s’osserva in me lo contrapasso""."
Inferno;29;1-3;La molta gente e le diverse piaghe avean le luci mie sì inebrïate, che de lo stare a piangere eran vaghe.
Inferno;29;4-6;"Ma Virgilio mi disse: ""Che pur guate? perché la vista tua pur si soffolge là giù tra l’ombre triste smozzicate?"
Inferno;29;7-9;"Tu non hai fatto sì a l’altre bolge; pensa, se tu annoverar le credi, che miglia ventidue la valle volge."
Inferno;29;10-12;"E già la luna è sotto i nostri piedi; lo tempo è poco omai che n’è concesso, e altro è da veder che tu non vedi""."
Inferno;29;13-15;"""Se tu avessi"", rispuos’io appresso, ""atteso a la cagion per ch’io guardava, forse m’avresti ancor lo star dimesso""."
Inferno;29;16-18;"Parte sen giva, e io retro li andava, lo duca, già faccendo la risposta, e soggiugnendo: ""Dentro a quella cava"
Inferno;29;19-21;"dov’io tenea or li occhi sì a posta, credo ch’un spirto del mio sangue pianga la colpa che là giù cotanto costa""."
Inferno;29;22-24;"Allor disse ’l maestro: ""Non si franga lo tuo pensier da qui innanzi sovr’ello. Attendi ad altro, ed ei là si rimanga;"
Inferno;29;25-27;ch’io vidi lui a piè del ponticello mostrarti e minacciar forte col dito, e udi’ ’l nominar Geri del Bello.
Inferno;29;28-30;"Tu eri allor sì del tutto impedito sovra colui che già tenne Altaforte, che non guardasti in là, sì fu partito""."
Inferno;29;31-33;"""O duca mio, la vïolenta morte che non li è vendicata ancor"", diss’io, ""per alcun che de l’onta sia consorte,"
Inferno;29;34-36;"fece lui disdegnoso; ond’el sen gio sanza parlarmi, sì com’ïo estimo: e in ciò m’ ha el fatto a sé più pio""."
Inferno;29;37-39;Così parlammo infino al loco primo che de lo scoglio l’altra valle mostra, se più lume vi fosse, tutto ad imo.
Inferno;29;40-42;Quando noi fummo sor l’ultima chiostra di Malebolge, sì che i suoi conversi potean parere a la veduta nostra,
Inferno;29;43-45;"lamenti saettaron me diversi, che di pietà ferrati avean li strali; ond’io li orecchi con le man copersi."
Inferno;29;46-48;Qual dolor fora, se de li spedali di Valdichiana tra ’l luglio e ’l settembre e di Maremma e di Sardigna i mali
Inferno;29;49-51;fossero in una fossa tutti ’nsembre, tal era quivi, e tal puzzo n’usciva qual suol venir de le marcite membre.
Inferno;29;52-54;"Noi discendemmo in su l’ultima riva del lungo scoglio, pur da man sinistra; e allor fu la mia vista più viva"
Inferno;29;55-57;giù ver’ lo fondo, là ’ve la ministra de l’alto Sire infallibil giustizia punisce i falsador che qui registra.
Inferno;29;58-60;Non credo ch’a veder maggior tristizia fosse in Egina il popol tutto infermo, quando fu l’aere sì pien di malizia,
Inferno;29;61-63;che li animali, infino al picciol vermo, cascaron tutti, e poi le genti antiche, secondo che i poeti hanno per fermo,
Inferno;29;64-66;"si ristorar di seme di formiche; ch’era a veder per quella oscura valle languir li spirti per diverse biche."
Inferno;29;67-69;Qual sovra ’l ventre e qual sovra le spalle l’un de l’altro giacea, e qual carpone si trasmutava per lo tristo calle.
Inferno;29;70-72;Passo passo andavam sanza sermone, guardando e ascoltando li ammalati, che non potean levar le lor persone.
Inferno;29;73-75;"Io vidi due sedere a sé poggiati, com’a scaldar si poggia tegghia a tegghia, dal capo al piè di schianze macolati;"
Inferno;29;76-78;e non vidi già mai menare stregghia a ragazzo aspettato dal segnorso, né a colui che mal volontier vegghia,
Inferno;29;79-81;"come ciascun menava spesso il morso de l’unghie sopra sé per la gran rabbia del pizzicor, che non ha più soccorso;"
Inferno;29;82-84;e sì traevan giù l’unghie la scabbia, come coltel di scardova le scaglie o d’altro pesce che più larghe l’abbia.
Inferno;29;85-87;"""O tu che con le dita ti dismaglie"", cominciò ’l duca mio a l’un di loro, ""e che fai d’esse talvolta tanaglie,"
Inferno;29;88-90;"dinne s’alcun Latino è tra costoro che son quinc’entro, se l’unghia ti basti etternalmente a cotesto lavoro""."
Inferno;29;91-93;"""Latin siam noi, che tu vedi sì guasti qui ambedue"", rispuose l’un piangendo; ""ma tu chi se’ che di noi dimandasti?""."
Inferno;29;94-96;"E ’l duca disse: ""I’ son un che discendo con questo vivo giù di balzo in balzo, e di mostrar lo ’nferno a lui intendo""."
Inferno;29;97-99;"Allor si ruppe lo comun rincalzo; e tremando ciascuno a me si volse con altri che l’udiron di rimbalzo."
Inferno;29;100-102;"Lo buon maestro a me tutto s’accolse, dicendo: ""Dì a lor ciò che tu vuoli""; e io incominciai, poscia ch’ei volse:"
Inferno;29;103-105;"""Se la vostra memoria non s’imboli nel primo mondo da l’umane menti, ma s’ella viva sotto molti soli,"
Inferno;29;106-108;"ditemi chi voi siete e di che genti; la vostra sconcia e fastidiosa pena di palesarvi a me non vi spaventi""."
Inferno;29;109-111;"""Io fui d'Arezzo, e Albero da Siena"", rispuose l'un, ""mi fé mettere al foco; ma quel per ch'io mori' qui non mi mena.}}"
Inferno;29;112-114;"Vero è ch’i’ dissi lui, parlando a gioco: ""I’ mi saprei levar per l’aere a volo""; e quei, ch’avea vaghezza e senno poco,"
Inferno;29;115-117;"volle ch’i’ li mostrassi l’arte; e solo perch’io nol feci Dedalo, mi fece ardere a tal che l’avea per figliuolo."
Inferno;29;118-120;"Ma ne l’ultima bolgia de le diece me per l’alchìmia che nel mondo usai dannò Minòs, a cui fallar non lece""."
Inferno;29;121-123;"E io dissi al poeta: ""Or fu già mai gente sì vana come la sanese? Certo non la francesca sì d'assai!}}""."
Inferno;29;124-126;"Onde l’altro lebbroso, che m’intese, rispuose al detto mio: ""Tra’ mene Stricca che seppe far le temperate spese,"
Inferno;29;127-129;"e Niccolò che la costuma ricca del garofano prima discoverse ne l’orto dove tal seme s’appicca;"
Inferno;29;130-132;e tra’ ne la brigata in che disperse Caccia d’Ascian la vigna e la gran fonda, e l’Abbagliato suo senno proferse.
Inferno;29;133-135;Ma perché sappi chi sì ti seconda contra i Sanesi, aguzza ver’ me l’occhio, sì che la faccia mia ben ti risponda:
Inferno;29;136-138;"sì vedrai ch’io son l’ombra di Capocchio, che falsai li metalli con l’alchìmia; e te dee ricordar, se ben t’adocchio,"
Inferno;29;139-139;"com’io fui di natura buona scimia""."
Inferno;30;1-3;Nel tempo che Iunone era crucciata per Semelè contra ’l sangue tebano, come mostrò una e altra fïata,
Inferno;30;4-6;Atamante divenne tanto insano, che veggendo la moglie con due figli andar carcata da ciascuna mano,
Inferno;30;7-9;"gridò: ""Tendiam le reti, sì ch’io pigli la leonessa e ’ leoncini al varco""; e poi distese i dispietati artigli,"
Inferno;30;10-12;"prendendo l’un ch’avea nome Learco, e rotollo e percosselo ad un sasso; e quella s’annegò con l’altro carco."
Inferno;30;13-15;E quando la fortuna volse in basso l’altezza de’ Troian che tutto ardiva, sì che ’nsieme col regno il re fu casso,
Inferno;30;16-18;Ecuba trista, misera e cattiva, poscia che vide Polissena morta, e del suo Polidoro in su la riva
Inferno;30;19-21;"del mar si fu la dolorosa accorta, forsennata latrò sì come cane; tanto il dolor le fé la mente torta."
Inferno;30;22-24;Ma né di Tebe furie né troiane si vider mäi in alcun tanto crude, non punger bestie, nonché membra umane,
Inferno;30;25-27;quant’io vidi in due ombre smorte e nude, che mordendo correvan di quel modo che ’l porco quando del porcil si schiude.
Inferno;30;28-30;L’una giunse a Capocchio, e in sul nodo del collo l’assannò, sì che, tirando, grattar li fece il ventre al fondo sodo.
Inferno;30;31-33;"E l’Aretin che rimase, tremando mi disse: ""Quel folletto è Gianni Schicchi, e va rabbioso altrui così conciando""."
Inferno;30;34-36;"""Oh"", diss’io lui, ""se l’altro non ti ficchi li denti a dosso, non ti sia fatica a dir chi è, pria che di qui si spicchi""."
Inferno;30;37-39;"Ed elli a me: ""Quell’è l’anima antica di Mirra scellerata, che divenne al padre, fuor del dritto amore, amica."
Inferno;30;40-42;Questa a peccar con esso così venne, falsificando sé in altrui forma, come l’altro che là sen va, sostenne,
Inferno;30;43-45;"per guadagnar la donna de la torma, falsificare in sé Buoso Donati, testando e dando al testamento norma""."
Inferno;30;46-48;E poi che i due rabbiosi fuor passati sovra cu’ io avea l’occhio tenuto, rivolsilo a guardar li altri mal nati.
Inferno;30;49-51;Io vidi un, fatto a guisa di lëuto, pur ch’elli avesse avuta l’anguinaia tronca da l’altro che l’uomo ha forcuto.
Inferno;30;52-54;La grave idropesì, che sì dispaia le membra con l’omor che mal converte, che ’l viso non risponde a la ventraia,
Inferno;30;55-57;faceva lui tener le labbra aperte come l’etico fa, che per la sete l’un verso ’l mento e l’altro in sù rinverte.
Inferno;30;58-60;"""O voi che sanz’alcuna pena siete, e non so io perché, nel mondo gramo"", diss’elli a noi, ""guardate e attendete"
Inferno;30;61-63;"a la miseria del maestro Adamo; io ebbi, vivo, assai di quel ch’i’ volli, e ora, lasso!, un gocciol d’acqua bramo."
Inferno;30;64-66;Li ruscelletti che d’i verdi colli del Casentin discendon giuso in Arno, faccendo i lor canali freddi e molli,
Inferno;30;67-69;sempre mi stanno innanzi, e non indarno, ché l’imagine lor vie più m’asciuga che ’l male ond’io nel volto mi discarno.
Inferno;30;70-72;La rigida giustizia che mi fruga tragge cagion del loco ov’io peccai a metter più li miei sospiri in fuga.
Inferno;30;73-75;"Ivi è Romena, là dov’io falsai la lega suggellata del Batista; per ch’io il corpo sù arso lasciai."
Inferno;30;76-78;Ma s’io vedessi qui l’anima trista di Guido o d’Alessandro o di lor frate, per Fonte Branda non darei la vista.
Inferno;30;79-81;"Dentro c’è l’una già, se l’arrabbiate ombre che vanno intorno dicon vero; ma che mi val, c’ ho le membra legate?"
Inferno;30;82-84;S’io fossi pur di tanto ancor leggero ch’i’ potessi in cent’anni andare un’oncia, io sarei messo già per lo sentiero,
Inferno;30;85-87;cercando lui tra questa gente sconcia, con tutto ch’ella volge undici miglia, e men d’un mezzo di traverso non ci ha.
Inferno;30;88-90;"Io son per lor tra sì fatta famiglia; e’ m’indussero a batter li fiorini ch’avevan tre carati di mondiglia""."
Inferno;30;91-93;"E io a lui: ""Chi son li due tapini che fumman come man bagnate ’l verno, giacendo stretti a’ tuoi destri confini?""."
Inferno;30;94-96;"""Qui li trovai - e poi volta non dierno -"", rispuose, ""quando piovvi in questo greppo, e non credo che dieno in sempiterno."
Inferno;30;97-99;"L’una è la falsa ch’accusò Gioseppo; l’altr’è ’l falso Sinon greco di Troia: per febbre aguta gittan tanto leppo""."
Inferno;30;100-102;E l’un di lor, che si recò a noia forse d’esser nomato sì oscuro, col pugno li percosse l’epa croia.
Inferno;30;103-105;"Quella sonò come fosse un tamburo; e mastro Adamo li percosse il volto col braccio suo, che non parve men duro,"
Inferno;30;106-108;"dicendo a lui: ""Ancor che mi sia tolto lo muover per le membra che son gravi, ho io il braccio a tal mestiere sciolto""."
Inferno;30;109-111;"Ond’ei rispuose: ""Quando tu andavi al fuoco, non l’avei tu così presto; ma sì e più l’avei quando coniavi""."
Inferno;30;112-114;"E l’idropico: ""Tu di’ ver di questo: ma tu non fosti sì ver testimonio là ’ve del ver fosti a Troia richesto""."
Inferno;30;115-117;"""S’io dissi falso, e tu falsasti il conio"", disse Sinon; ""e son qui per un fallo, e tu per più ch’alcun altro demonio!""."
Inferno;30;118-120;"""Ricorditi, spergiuro, del cavallo"", rispuose quel ch’avëa infiata l’epa; ""e sieti reo che tutto il mondo sallo!""."
Inferno;30;121-123;"""E te sia rea la sete onde ti crepa"", disse ’l Greco, ""la lingua, e l’acqua marcia che ’l ventre innanzi a li occhi sì t’assiepa!""."
Inferno;30;124-126;"Allora il monetier: ""Così si squarcia la bocca tua per tuo mal come suole; ché, s’i’ ho sete e omor mi rinfarcia,"
Inferno;30;127-129;"tu hai l’arsura e ’l capo che ti duole, e per leccar lo specchio di Narcisso, non vorresti a ’nvitar molte parole""."
Inferno;30;130-132;"Ad ascoltarli er’io del tutto fisso, quando ’l maestro mi disse: ""Or pur mira, che per poco che teco non mi risso!""."
Inferno;30;133-135;Quand’io ’l senti’ a me parlar con ira, volsimi verso lui con tal vergogna, ch’ancor per la memoria mi si gira.
Inferno;30;136-138;Qual è colui che suo dannaggio sogna, che sognando desidera sognare, sì che quel ch’è, come non fosse, agogna,
Inferno;30;139-141;tal mi fec’io, non possendo parlare, che disïava scusarmi, e scusava me tuttavia, e nol mi credea fare.
Inferno;30;142-144;"""Maggior difetto men vergogna lava"", disse ’l maestro, ""che ’l tuo non è stato; però d’ogne trestizia ti disgrava."
Inferno;30;145-147;E fa ragion ch’io ti sia sempre allato, se più avvien che fortuna t’accoglia dove sien genti in simigliante piato:
Inferno;30;148-148;"ché voler ciò udire è bassa voglia""."
Inferno;31;1-3;"Una medesma lingua pria mi morse, sì che mi tinse l’una e l’altra guancia, e poi la medicina mi riporse;"
Inferno;31;4-6;così od’io che solea far la lancia d’Achille e del suo padre esser cagione prima di trista e poi di buona mancia.
Inferno;31;7-9;Noi demmo il dosso al misero vallone su per la ripa che ’l cinge dintorno, attraversando sanza alcun sermone.
Inferno;31;10-12;"Quiv’era men che notte e men che giorno, sì che ’l viso m’andava innanzi poco; ma io senti’ sonare un alto corno,"
Inferno;31;13-15;tanto ch’avrebbe ogne tuon fatto fioco, che, contra sé la sua via seguitando, dirizzò li occhi miei tutti ad un loco.
Inferno;31;16-18;Dopo la dolorosa rotta, quando Carlo Magno perdé la santa gesta, non sonò sì terribilmente Orlando.
Inferno;31;19-21;"Poco portäi in là volta la testa, che me parve veder molte alte torri; ond’io: ""Maestro, dì, che terra è questa?""."
Inferno;31;22-24;"Ed elli a me: ""Però che tu trascorri per le tenebre troppo da la lungi, avvien che poi nel maginare abborri."
Inferno;31;25-27;"Tu vedrai ben, se tu là ti congiungi, quanto ’l senso s’inganna di lontano; però alquanto più te stesso pungi""."
Inferno;31;28-30;"Poi caramente mi prese per mano e disse: ""Pria che noi siam più avanti, acciò che ’l fatto men ti paia strano,"
Inferno;31;31-33;"sappi che non son torri, ma giganti, e son nel pozzo intorno da la ripa da l’umbilico in giuso tutti quanti""."
Inferno;31;34-36;Come quando la nebbia si dissipa, lo sguardo a poco a poco raffigura ciò che cela ’l vapor che l’aere stipa,
Inferno;31;37-39;"così forando l’aura grossa e scura, più e più appressando ver’ la sponda, fuggiemi errore e cresciemi paura;"
Inferno;31;40-42;però che, come su la cerchia tonda Montereggion di torri si corona, così la proda che ’l pozzo circonda
Inferno;31;43-45;torreggiavan di mezza la persona li orribili giganti, cui minaccia Giove del cielo ancora quando tuona.
Inferno;31;46-48;E io scorgeva già d’alcun la faccia, le spalle e ’l petto e del ventre gran parte, e per le coste giù ambo le braccia.
Inferno;31;49-51;Natura certo, quando lasciò l’arte di sì fatti animali, assai fé bene per tòrre tali essecutori a Marte.
Inferno;31;52-54;"E s’ella d’elefanti e di balene non si pente, chi guarda sottilmente, più giusta e più discreta la ne tene;"
Inferno;31;55-57;ché dove l'argomento de la mente s'aggiugne al mal volere e a la possa, nessun riparo vi può far la gente.}}
Inferno;31;58-60;"La faccia sua mi parea lunga e grossa come la pina di San Pietro a Roma, e a sua proporzione eran l’altre ossa;"
Inferno;31;61-63;sì che la ripa, ch’era perizoma dal mezzo in giù, ne mostrava ben tanto di sovra, che di giugnere a la chioma
Inferno;31;64-66;"tre Frison s’averien dato mal vanto; però ch’i’ ne vedea trenta gran palmi dal loco in giù dov’omo affibbia ’l manto."
Inferno;31;67-69;"""Raphèl maì amècche zabì almi"", cominciò a gridar la fiera bocca, cui non si convenia più dolci salmi."
Inferno;31;70-72;"E ’l duca mio ver’ lui: ""Anima sciocca, tienti col corno, e con quel ti disfoga quand’ira o altra passïon ti tocca!"
Inferno;31;73-75;"Cércati al collo, e troverai la soga che ’l tien legato, o anima confusa, e vedi lui che ’l gran petto ti doga""."
Inferno;31;76-78;"Poi disse a me: ""Elli stessi s’accusa; questi è Nembrotto per lo cui mal coto pur un linguaggio nel mondo non s’usa."
Inferno;31;79-81;"Lasciànlo stare e non parliamo a vòto; ché così è a lui ciascun linguaggio come ’l suo ad altrui, ch’a nullo è noto""."
Inferno;31;82-84;"Facemmo adunque più lungo vïaggio, vòlti a sinistra; e al trar d’un balestro trovammo l’altro assai più fero e maggio."
Inferno;31;85-87;A cigner lui qual che fosse ’l maestro, non so io dir, ma el tenea soccinto dinanzi l’altro e dietro il braccio destro
Inferno;31;88-90;d’una catena che ’l tenea avvinto dal collo in giù, sì che ’n su lo scoperto si ravvolgëa infino al giro quinto.
Inferno;31;91-93;"""Questo superbo volle esser esperto di sua potenza contra ’l sommo Giove"", disse ’l mio duca, ""ond’elli ha cotal merto."
Inferno;31;94-96;"Fïalte ha nome, e fece le gran prove quando i giganti fer paura a’ dèi; le braccia ch’el menò, già mai non move""."
Inferno;31;97-99;"E io a lui: ""S’esser puote, io vorrei che de lo smisurato Brïareo esperïenza avesser li occhi mei""."
Inferno;31;100-102;"Ond’ei rispuose: ""Tu vedrai Anteo presso di qui che parla ed è disciolto, che ne porrà nel fondo d’ogne reo."
Inferno;31;103-105;"Quel che tu vuo’ veder, più là è molto ed è legato e fatto come questo, salvo che più feroce par nel volto""."
Inferno;31;106-108;Non fu tremoto già tanto rubesto, che scotesse una torre così forte, come Fïalte a scuotersi fu presto.
Inferno;31;109-111;Allor temett’io più che mai la morte, e non v’era mestier più che la dotta, s’io non avessi viste le ritorte.
Inferno;31;112-114;Noi procedemmo più avante allotta, e venimmo ad Anteo, che ben cinque alle, sanza la testa, uscia fuor de la grotta.
Inferno;31;115-117;"""O tu che ne la fortunata valle che fece Scipïon di gloria reda, quand’Anibàl co’ suoi diede le spalle,"
Inferno;31;118-120;recasti già mille leon per preda, e che, se fossi stato a l’alta guerra de’ tuoi fratelli, ancor par che si creda
Inferno;31;121-123;ch’avrebber vinto i figli de la terra: mettine giù, e non ten vegna schifo, dove Cocito la freddura serra.
Inferno;31;124-126;"Non ci fare ire a Tizio né a Tifo: questi può dar di quel che qui si brama; però ti china e non torcer lo grifo."
Inferno;31;127-129;"Ancor ti può nel mondo render fama, ch’el vive, e lunga vita ancor aspetta se ’nnanzi tempo grazia a sé nol chiama""."
Inferno;31;130-132;"Così disse ’l maestro; e quelli in fretta le man distese, e prese ’l duca mio, ond’Ercule sentì già grande stretta."
Inferno;31;133-135;"Virgilio, quando prender si sentio, disse a me: ""Fatti qua, sì ch’io ti prenda""; poi fece sì ch’un fascio era elli e io."
Inferno;31;136-138;Qual pare a riguardar la Carisenda sotto 'l chinato, quando un nuvol vada sovr'essa sì, ched ella incontro penda:}}
Inferno;31;139-141;tal parve Antëo a me che stava a bada di vederlo chinare, e fu tal ora ch’i’ avrei voluto ir per altra strada.
Inferno;31;142-144;"Ma lievemente al fondo che divora Lucifero con Giuda, ci sposò; né, sì chinato, lì fece dimora,"
Inferno;31;145-145;e come albero in nave si levò.
Inferno;32;1-3;S’ïo avessi le rime aspre e chiocce, come si converrebbe al tristo buco sovra ’l qual pontan tutte l’altre rocce,
Inferno;32;4-6;"io premerei di mio concetto il suco più pienamente; ma perch’io non l’abbo, non sanza tema a dicer mi conduco;"
Inferno;32;7-9;ché non è impresa da pigliare a gabbo discriver fondo a tutto l’universo, né da lingua che chiami mamma o babbo.
Inferno;32;10-12;Ma quelle donne aiutino il mio verso ch’aiutaro Anfïone a chiuder Tebe, sì che dal fatto il dir non sia diverso.
Inferno;32;13-15;Oh sovra tutte mal creata plebe che stai nel loco onde parlare è duro, mei foste state qui pecore o zebe!
Inferno;32;16-18;Come noi fummo giù nel pozzo scuro sotto i piè del gigante assai più bassi, e io mirava ancora a l’alto muro,
Inferno;32;19-21;"dicere udi’ mi: ""Guarda come passi: va sì, che tu non calchi con le piante le teste de’ fratei miseri lassi""."
Inferno;32;22-24;Per ch’io mi volsi, e vidimi davante e sotto i piedi un lago che per gelo avea di vetro e non d’acqua sembiante.
Inferno;32;25-27;Non fece al corso suo sì grosso velo di verno la Danoia in Osterlicchi, né Tanaï là sotto ’l freddo cielo,
Inferno;32;28-30;"com’era quivi; che se Tambernicchi vi fosse sù caduto, o Pietrapana, non avria pur da l’orlo fatto cricchi."
Inferno;32;31-33;E come a gracidar si sta la rana col muso fuor de l’acqua, quando sogna di spigolar sovente la villana,
Inferno;32;34-36;livide, insin là dove appar vergogna eran l’ombre dolenti ne la ghiaccia, mettendo i denti in nota di cicogna.
Inferno;32;37-39;"Ognuna in giù tenea volta la faccia; da bocca il freddo, e da li occhi il cor tristo tra lor testimonianza si procaccia."
Inferno;32;40-42;Quand’io m’ebbi dintorno alquanto visto, volsimi a’ piedi, e vidi due sì stretti, che ’l pel del capo avieno insieme misto.
Inferno;32;43-45;"""Ditemi, voi che sì strignete i petti"", diss’io, ""chi siete?"". E quei piegaro i colli; e poi ch’ebber li visi a me eretti,"
Inferno;32;46-48;li occhi lor, ch’eran pria pur dentro molli, gocciar su per le labbra, e ’l gelo strinse le lagrime tra essi e riserrolli.
Inferno;32;49-51;"Con legno legno spranga mai non cinse forte così; ond’ei come due becchi cozzaro insieme, tanta ira li vinse."
Inferno;32;52-54;"E un ch’avea perduti ambo li orecchi per la freddura, pur col viso in giùe, disse: ""Perché cotanto in noi ti specchi?"
Inferno;32;55-57;Se vuoi saper chi son cotesti due, la valle onde Bisenzo si dichina del padre loro Alberto e di lor fue.
Inferno;32;58-60;"D’un corpo usciro; e tutta la Caina potrai cercare, e non troverai ombra degna più d’esser fitta in gelatina:"
Inferno;32;61-63;"non quelli a cui fu rotto il petto e l’ombra con esso un colpo per la man d’Artù; non Focaccia; non questi che m’ingombra"
Inferno;32;64-66;"col capo sì, ch’i’ non veggio oltre più, e fu nomato Sassol Mascheroni; se tosco se’, ben sai omai chi fu."
Inferno;32;67-69;"E perché non mi metti in più sermoni, sappi ch’i’ fu’ il Camiscion de’ Pazzi; e aspetto Carlin che mi scagioni""."
Inferno;32;70-72;"Poscia vid’io mille visi cagnazzi fatti per freddo; onde mi vien riprezzo, e verrà sempre, de’ gelati guazzi."
Inferno;32;73-75;"E mentre ch’andavamo inver’ lo mezzo al quale ogne gravezza si rauna, e io tremava ne l’etterno rezzo;"
Inferno;32;76-78;"se voler fu o destino o fortuna, non so; ma, passeggiando tra le teste, forte percossi ’l piè nel viso ad una."
Inferno;32;79-81;"Piangendo mi sgridò: ""Perché mi peste? se tu non vieni a crescer la vendetta di Montaperti, perché mi moleste?""."
Inferno;32;82-84;"E io: ""Maestro mio, or qui m’aspetta, sì ch’io esca d’un dubbio per costui; poi mi farai, quantunque vorrai, fretta""."
Inferno;32;85-87;"Lo duca stette, e io dissi a colui che bestemmiava duramente ancora: ""Qual se’ tu che così rampogni altrui?""."
Inferno;32;88-90;"""Or tu chi se’ che vai per l’Antenora, percotendo"", rispuose, ""altrui le gote, sì che, se fossi vivo, troppo fora?""."
Inferno;32;91-93;"""Vivo son io, e caro esser ti puote"", fu mia risposta, ""se dimandi fama, ch’io metta il nome tuo tra l’altre note""."
Inferno;32;94-96;"Ed elli a me: ""Del contrario ho io brama. Lèvati quinci e non mi dar più lagna, ché mal sai lusingar per questa lama!""."
Inferno;32;97-99;"Allor lo presi per la cuticagna e dissi: ""El converrà che tu ti nomi, o che capel qui sù non ti rimagna""."
Inferno;32;100-102;"Ond’elli a me: ""Perché tu mi dischiomi, né ti dirò ch’io sia, né mosterrolti se mille fiate in sul capo mi tomi""."
Inferno;32;103-105;Io avea già i capelli in mano avvolti, e tratti glien’avea più d’una ciocca, latrando lui con li occhi in giù raccolti,
Inferno;32;106-108;"quando un altro gridò: ""Che hai tu, Bocca? non ti basta sonar con le mascelle, se tu non latri? qual diavol ti tocca?""."
Inferno;32;109-111;"""Omai"", diss’io, ""non vo’ che più favelle, malvagio traditor; ch’a la tua onta io porterò di te vere novelle""."
Inferno;32;112-114;"""Va via"", rispuose, ""e ciò che tu vuoi conta; ma non tacer, se tu di qua entro eschi, di quel ch’ebbe or così la lingua pronta."
Inferno;32;115-117;"El piange qui l’argento de’ Franceschi: ""Io vidi"", potrai dir, ""quel da Duera là dove i peccatori stanno freschi""."
Inferno;32;118-120;"Se fossi domandato ""Altri chi v’era?"", tu hai dallato quel di Beccheria di cui segò Fiorenza la gorgiera."
Inferno;32;121-123;"Gianni de’ Soldanier credo che sia più là con Ganellone e Tebaldello, ch’aprì Faenza quando si dormia""."
Inferno;32;124-126;"Noi eravam partiti già da ello, ch’io vidi due ghiacciati in una buca, sì che l’un capo a l’altro era cappello;"
Inferno;32;127-129;e come ’l pan per fame si manduca, così ’l sovran li denti a l’altro pose là ’ve ’l cervel s’aggiugne con la nuca:
Inferno;32;130-132;non altrimenti Tidëo si rose le tempie a Menalippo per disdegno, che quei faceva il teschio e l’altre cose.
