cantica;canto;cum_index;index;text;author
1;22;2939;103;And now we’re seven! That’s our usual trick;kirkpatrick
1;22;2940;104;when any from below gets out of it.’;kirkpatrick
1;22;2941;105;Hearing this blag, old Baddog twitched his snout,;kirkpatrick
1;22;2942;106;then shook his head and snarled: ‘The little demon!;kirkpatrick
1;22;2943;107;He means to take a dive and get back in.’;kirkpatrick
1;22;2944;108;That sinner up his sleeve had snares galore.;kirkpatrick
1;22;2945;109;‘O yeah! That’s me,’ he said. ‘A demon! Sure!;kirkpatrick
1;22;2946;110;Really? You think I’d bring my gang more grief?’;kirkpatrick
1;22;2947;111;Flash Ali, at these words, could not hold back.;kirkpatrick
1;22;2948;112;Despite what his companions thought, ‘Go on,’;kirkpatrick
1;22;2949;113;he said. ‘Slope oﬀ. I’ll not come galloping.;kirkpatrick
1;22;2950;114;I will, though, stretch my wings across the pitch.;kirkpatrick
1;22;2951;115;Let’s leave the ridge. Let’s make the slope our screen.;kirkpatrick
1;22;2952;116;And then we’ll see if you can get oﬀ clean.’;kirkpatrick
1;22;2953;117;O you there, as you read! Get this! Olympics!;kirkpatrick
1;22;2954;118;They all then turned to face the other bank,;kirkpatrick
1;22;2955;119;even the one who ﬁrst was most reluctant.;kirkpatrick
1;22;2956;120;The Navarrese chose his moment well.;kirkpatrick
1;22;2957;121;Feet ﬁrmly planted, in a single ﬂash,;kirkpatrick
1;22;2958;122;he’d leapt and gone, scot-free of their intent.;kirkpatrick
1;22;2959;123;At this, the lot of them were pierced by guilt.;kirkpatrick
1;22;2960;124;Yet, undeterred, the devil most at fault;kirkpatrick
1;22;2961;125;drove onwards. ‘Now you’re for it!’ he yelled out.;kirkpatrick
1;22;2962;126;To no avail. No wing could overhaul;kirkpatrick
1;22;2963;127;the speed of fear. The sinner plunged. Square on, the;kirkpatrick
1;22;2964;128;demon baulked and then shot up again.;kirkpatrick
1;22;2965;129;So, too, a rapid duck dives down, glimpsing;kirkpatrick
1;22;2966;130;a falcon closing in. The duck’s foe then;kirkpatrick
1;22;2967;131;returns aloft, bitter in thwarted pique.;kirkpatrick
1;22;2968;132;Crackice, still seething at the doublecross,;kirkpatrick
1;22;2969;133;zoomed ever onwards in his yen to see;kirkpatrick
1;22;2970;134;the sinner free – then mix it with Flash Ali.;kirkpatrick
1;22;2971;135;So, since the barrator had long since gone,;kirkpatrick
1;22;2972;136;he turned his talons on his own best mate.;kirkpatrick
1;22;2973;137;Above the ditch he locked him in his prongs.;kirkpatrick
1;22;2974;138;The other, though, a right old sparrowhawk,;kirkpatrick
1;22;2975;139;returned the hook. And so the two of them,;kirkpatrick
1;22;2976;140;as one, went tumbling to the boiling pond.;kirkpatrick
1;22;2977;141;The heat that instant made them come unhitched.;kirkpatrick
1;22;2978;142;But, even so, they couldn’t raise a thing,;kirkpatrick
1;22;2979;143;so tightly glued together were their wings.;kirkpatrick
1;22;2980;144;Then Twirlitufts, condoling with his kin,;kirkpatrick
1;22;2981;145;sent four of them towards the inner rim,;kirkpatrick
1;22;2982;146;with all their grappling tackle, at top speed.;kirkpatrick
1;22;2983;147;This side and that they went to take their posts,;kirkpatrick
1;22;2984;148;and bent their hooks towards those two, stuck fast.;kirkpatrick
1;22;2985;149;By now they both were crisped within the batter.;kirkpatrick
1;22;2986;150;With that entanglement, we left the matter.;kirkpatrick
1;23;2987;1;Silent, alone with no one now beside us,;kirkpatrick
1;23;2988;2;we went our way – the one behind, the other;kirkpatrick
1;23;2989;3;leading on – walking as meek Franciscans do.;kirkpatrick
1;23;2990;4;My mind turned (thinking of that scuﬄe still);kirkpatrick
1;23;2991;5;to Aesop and his fables, most of all;kirkpatrick
1;23;2992;6;the one about the frog and rat and hawk.;kirkpatrick
1;23;2993;7;For ‘now’ and ‘noo’ are hardly more alike;kirkpatrick
1;23;2994;8;than this ﬁne mess to that – if parallels;kirkpatrick
1;23;2995;9;are rightly drawn between the start and ﬁnish.;kirkpatrick
1;23;2996;10;But thoughts pop up and then lead on to more.;kirkpatrick
1;23;2997;11;So from this ﬁrst a further set was born,;kirkpatrick
1;23;2998;12;which now redoubled all my earlier fears.;kirkpatrick
1;23;2999;13;‘Because of us,’ the sequence ran, ‘that lot;kirkpatrick
1;23;3000;14;have been so injured, put on, tricked and scorned, they;kirkpatrick
1;23;3001;15;cannot fail, I think, to be upset.;kirkpatrick
1;23;3002;16;Suppose their bile gets tangled now with anger,;kirkpatrick
1;23;3003;17;then surely they’ll come after us and snarl;kirkpatrick
1;23;3004;18;more viciously than dogs that snout a hare.’;kirkpatrick
1;23;3005;19;I felt already that my every curl;kirkpatrick
1;23;3006;20;was bristling, on its end. So, gazing back,;kirkpatrick
1;23;3007;21;stock still, I said: ‘If you, sir, do not hide;kirkpatrick
1;23;3008;22;yourself this second, me as well…I dread;kirkpatrick
1;23;3009;23;the Rotklors gang. They’re not now far behind.;kirkpatrick
1;23;3010;24;I hear them now, imagine it, quite clear.’;kirkpatrick
1;23;3011;25;‘If I,’ he said, ‘were leaded mirror glass,;kirkpatrick
1;23;3012;26;I could not make your outer image mine;kirkpatrick
1;23;3013;27;more swiftly than I grasp your inward stress.;kirkpatrick
1;23;3014;28;Your thoughts just now came in upon my own,;kirkpatrick
1;23;3015;29;in bearing similar, and look as well.;kirkpatrick
1;23;3016;30;These, all together, formed a single plan.;kirkpatrick
1;23;3017;31;Suppose that, on the right, the incline’s such;kirkpatrick
1;23;3018;32;that we can reach the pocket there beyond,;kirkpatrick
1;23;3019;33;we shall elude the hunt we now imagine.’;kirkpatrick
1;23;3020;34;No sooner had he oﬀered up this thought;kirkpatrick
1;23;3021;35;than, coming after us, I saw them, wings;kirkpatrick
1;23;3022;36;stretched wide, now closer, meaning to get us.;kirkpatrick
1;23;3023;37;My leader in an instant caught me up.;kirkpatrick
1;23;3024;38;A mother, likewise, wakened by some noise,;kirkpatrick
1;23;3025;39;who sees the ﬂames – and sees them burning closer –;kirkpatrick
1;23;3026;40;will snatch her son and ﬂee and will not pause,;kirkpatrick
1;23;3027;41;caring less keenly for herself than him,;kirkpatrick
1;23;3028;42;to pull her shift or undershirt around her.;kirkpatrick
1;23;3029;43;Down from the collar of that circling rock,;kirkpatrick
1;23;3030;44;backwards he launched himself, and met the slope that;kirkpatrick
1;23;3031;45;forms a bung against the other trench.;kirkpatrick
1;23;3032;46;No mill race ever ran through any sluice;kirkpatrick
1;23;3033;47;at such velocity, or streamed to meet;kirkpatrick
1;23;3034;48;the scoops that drive, on land, the grinding stone,  as;kirkpatrick
1;23;3035;49;now my master slithered down that verge,;kirkpatrick
1;23;3036;50;bearing me with him, bound upon his breast,;kirkpatrick
1;23;3037;51;as though I were his son and no mere friend.;kirkpatrick
1;23;3038;52;And hardly had his feet touched down to meet;kirkpatrick
1;23;3039;53;the pocket ﬂoor than those were at the summit,;kirkpatrick
1;23;3040;54;over us. We need have had no worries.;kirkpatrick
1;23;3041;55;For that exalted providence that chose;kirkpatrick
1;23;3042;56;such ministers to guard Ditch Five also;kirkpatrick
1;23;3043;57;deprived them of the power to ever leave.;kirkpatrick
1;23;3044;58;We found, down there, a people painted bright.;kirkpatrick
1;23;3045;59;Their tread, as round they went, was very slow,;kirkpatrick
1;23;3046;60;weeping, worn down and seemingly defeated.;kirkpatrick
1;23;3047;61;They all wore robes with hoods hung low, that hid;kirkpatrick
1;23;3048;62;their eyes, tailored – in cut – to match those worn by;kirkpatrick
1;23;3049;63;monks who thrive in Benedictine Cluny.;kirkpatrick
1;23;3050;64;So gilded outwardly, they dazed the eye.;kirkpatrick
1;23;3051;65;Within, these robes were all of lead – so heavy;kirkpatrick
1;23;3052;66;those capes that melt in torture would have seemed mere;kirkpatrick
1;23;3053;67;straw.;kirkpatrick
1;23;3054;68;What labour to eternity to wear such dress!;kirkpatrick
1;23;3055;69;We took once more the leftward path along;kirkpatrick
1;23;3056;70;with them, intent on their distress and tears.;kirkpatrick
1;23;3057;71;Because, though, of the labouring weight they bore,;kirkpatrick
1;23;3058;72;these weary folk came on so slow that we,;kirkpatrick
1;23;3059;73;at every hip swing, joined new company.;kirkpatrick
1;23;3060;74;‘Do all you can’ – I put this to my guide –;kirkpatrick
1;23;3061;75;‘to ﬁnd here someone known by name or deed.;kirkpatrick
1;23;3062;76;As we move onward, scan around to see.’;kirkpatrick
1;23;3063;77;Then one who’d recognized my Tuscan words;kirkpatrick
1;23;3064;78;from close behind yelled out: ‘You! Racing there through;kirkpatrick
1;23;3065;79;all this murky air, just ease your stride.;kirkpatrick
1;23;3066;80;You’ll get, perhaps, from me what you desire.’;kirkpatrick
1;23;3067;81;At this my leader turned. And, ‘Wait,’ he said,;kirkpatrick
1;23;3068;82;‘then follow forwards at the pace he sets.’;kirkpatrick
1;23;3069;83;I stopped and saw there two who, from their look,;kirkpatrick
1;23;3070;84;(though hampered by their load and narrow footings) in;kirkpatrick
1;23;3071;85;mind were speeding on to reach my side.;kirkpatrick
1;23;3072;86;At last, they caught me up. With eyes a-squint,;kirkpatrick
1;23;3073;87;they gazed at me in wonder, spoke no word,;kirkpatrick
1;23;3074;88;till muttering they turned and, each to each:;kirkpatrick
1;23;3075;89;‘This one, it seems – Just see his throat! It ﬂicks! –;kirkpatrick
1;23;3076;90;is still alive. If dead, why favoured so,;kirkpatrick
1;23;3077;91;to go uncovered by a weighty cloak?’;kirkpatrick
1;23;3078;92;And then to me direct they said: ‘Tuscan,;kirkpatrick
1;23;3079;93;you’ve reached the college of the hypocrites.;kirkpatrick
1;23;3080;94;Do not disdain to say who you might be.’;kirkpatrick
1;23;3081;95;‘Born,’ I replied, ‘by the lovely Arno,;kirkpatrick
1;23;3082;96;grown in the city that adorns its banks,;kirkpatrick
1;23;3083;97;I still am in the limbs I’ve always worn.;kirkpatrick
1;23;3084;98;But who are you, in whom, as I can see,;kirkpatrick
1;23;3085;99;great pain distils such tears upon your cheeks?;kirkpatrick
1;23;3086;100;What punishment strikes out these sparks from you?’;kirkpatrick
1;23;3087;101;And one replied to me: ‘These orange robes;kirkpatrick
1;23;3088;102;are thick with such a quantity of lead,;kirkpatrick
1;23;3089;103;the weight of them would make a balance creak.;kirkpatrick
1;23;3090;104;We’re good-time friars, Bolognese both.;kirkpatrick
1;23;3091;105;Our names? I’m Catalano. Loderingo’s there,;kirkpatrick
1;23;3092;106;captured together in that town of yours –;kirkpatrick
1;23;3093;107;although, by custom, there is one alone;kirkpatrick
1;23;3094;108;whose mandate is to keep the peace. Our doings;kirkpatrick
1;23;3095;109;still appear around the Watch, for such we were.’;kirkpatrick
1;23;3096;110;I then began: ‘O brothers! All the harm that you…’;kirkpatrick
1;23;3097;111;but said no more. Straight to my sight, there sped one;kirkpatrick
1;23;3098;112;cruciﬁed. Three staves ﬁxed him to earth.;kirkpatrick
1;23;3099;113;And he, on seeing me, writhed all around;kirkpatrick
1;23;3100;114;and ﬂuﬀed his beard up with the sighs he heaved.;kirkpatrick
1;23;3101;115;Then brother Catalan, who saw all this,;kirkpatrick
1;23;3102;116;revealed to me: ‘This ﬁgure, staked, whom you;kirkpatrick
1;23;3103;117;so wonder at, advised the Pharisees;kirkpatrick
1;23;3104;118;that one man suﬀer for the sake of all.;kirkpatrick
1;23;3105;119;Across the road, stretched naked, as you see,;kirkpatrick
1;23;3106;120;he ﬁrst must feel, whoever passes by,;kirkpatrick
1;23;3107;121;the toiling weight of those who come this way.;kirkpatrick
1;23;3108;122;Here too lies Annas – father of his wife –;kirkpatrick
1;23;3109;123;racked in this ditch with others of that house;kirkpatrick
1;23;3110;124;that proved an evil seed bed for the Jews.’;kirkpatrick
1;23;3111;125;Virgil, I saw, just stood there marvelling,;kirkpatrick
1;23;3112;126;bending above that ﬁgure on the cross,;kirkpatrick
1;23;3113;127;eternally in ignominious exile.;kirkpatrick
1;23;3114;128;But then, towards the friar he voiced: ‘Please say;kirkpatrick
1;23;3115;129;(though not to trouble you), if you’re allowed,;kirkpatrick
1;23;3116;130;is there some outlet lying to the right;kirkpatrick
1;23;3117;131;through which the two of us can make our way;kirkpatrick
1;23;3118;132;without the need to call black angels here,;kirkpatrick
1;23;3119;133;who might come down to further our departure?’;kirkpatrick
1;23;3120;134;‘Far sooner than you hope,’ the answer was,;kirkpatrick
1;23;3121;135;‘we’ll near a rock that, jutting from the Ring,;kirkpatrick
1;23;3122;136;vaults over all these savage valley ﬂoors –;kirkpatrick
1;23;3123;137;except it’s broken here and forms no covering.;kirkpatrick
1;23;3124;138;You can, though, clamber up the ruined side.;kirkpatrick
1;23;3125;139;The slope is gentle and the base piled high.’;kirkpatrick
1;23;3126;140;My leader stood a moment, head hung down.;kirkpatrick
1;23;3127;141;And then he said: ‘He gave a false account,;kirkpatrick
1;23;3128;142;that hooker-up of sinners over there.’;kirkpatrick
1;23;3129;143;‘I, in Bologna,’ so the friar said, ‘have heard;kirkpatrick
1;23;3130;144;a good few stories told of devil vice,;kirkpatrick
1;23;3131;145;not least “Old Nick’s a liar – falsehood’s dad”.’;kirkpatrick
1;23;3132;146;At this, with lengthened pace, my lord strode oﬀ,;kirkpatrick
1;23;3133;147;clear signs of anger ﬂitting on his face.;kirkpatrick
1;23;3134;148;And so I left these beings with their loads;kirkpatrick
1;23;3135;149;to follow in the prints of his dear feet.;kirkpatrick
1;24;3136;1;In that still baby-boyish time of year,;kirkpatrick
1;24;3137;2;when sunlight chills its curls beneath Aquarius, when;kirkpatrick
1;24;3138;3;nights grow shorter equalling the day,;kirkpatrick
1;24;3139;4;and hoar frost writes fair copies on the ground;kirkpatrick
1;24;3140;5;to mimic in design its snowy sister;kirkpatrick
1;24;3141;6;(its pen, though, not chill-tempered to endure),  the;kirkpatrick
1;24;3142;7;peasant in this season, when supplies;kirkpatrick
1;24;3143;8;run short, rolls from his bed, looks out and sees the ﬁelds;kirkpatrick
1;24;3144;9;are glistening white, so slaps his thigh,  goes in, then;kirkpatrick
1;24;3145;10;grumbles up and down, as though;kirkpatrick
1;24;3146;11;(poor sod) he couldn’t ﬁnd a thing to do,;kirkpatrick
1;24;3147;12;till, out once more, he ﬁlls his wicker trug,;kirkpatrick
1;24;3148;13;with hope, at least. No time at all! The features;kirkpatrick
1;24;3149;14;of the world transform. He grabs his goad.;kirkpatrick
1;24;3150;15;Outdoors, he prods his lambs to open pasture.;kirkpatrick
1;24;3151;16;In some such way, I too was ﬁrst dismayed;kirkpatrick
1;24;3152;17;to see distress so written on my leader’s brow.;kirkpatrick
1;24;3153;18;But he, as quickly, plastered up the hurt.;kirkpatrick
1;24;3154;19;And so, arriving at the ruined bridge,;kirkpatrick
1;24;3155;20;my leader turned that sour-sweet look on me;kirkpatrick
1;24;3156;21;that ﬁrst he’d shown me at the mountain foot.;kirkpatrick
1;24;3157;22;He spread his arms, then, having in his thought;kirkpatrick
1;24;3158;23;surveyed the landslip, and (a man of sense);kirkpatrick
1;24;3159;24;assessed it well, he took me in his grip.;kirkpatrick
1;24;3160;25;Then, always with adjustments in his moves;kirkpatrick
1;24;3161;26;(so that, it seemed, he foresaw everything),;kirkpatrick
1;24;3162;27;in hauling me towards the pinnacle;kirkpatrick
1;24;3163;28;of one moraine, he’d see a spur beyond;kirkpatrick
1;24;3164;29;and say: ‘Next, take your hold on that niche there.;kirkpatrick
1;24;3165;30;But test it ﬁrst to see how well it bears.’;kirkpatrick
1;24;3166;31;This was no route for someone warmly dressed.;kirkpatrick
1;24;3167;32;Even for us – he, weightless, shoving me –;kirkpatrick
1;24;3168;33;we hardly could progress from ledge to ledge.;kirkpatrick
1;24;3169;34;Had not the gradient been less severe;kirkpatrick
1;24;3170;35;than that which faced it on the other side,;kirkpatrick
1;24;3171;36;I’d have been beat. I cannot speak for him.;kirkpatrick
1;24;3172;37;But Rottenpockets slopes towards the ﬂap;kirkpatrick
1;24;3173;38;that opens on the lowest sump of all,;kirkpatrick
1;24;3174;39;and so, in contour, every ditch is shaped;kirkpatrick
1;24;3175;40;with one rim proud, the other dipping down.;kirkpatrick
1;24;3176;41;So, in the end, we came upon the point;kirkpatrick
1;24;3177;42;where one last building block had sheared away.;kirkpatrick
1;24;3178;43;My lungs by now had so been milked of breath;kirkpatrick
1;24;3179;44;that, come so far, I couldn’t make it further.;kirkpatrick
1;24;3180;45;I ﬂopped, in fact, when we arrived, just there.;kirkpatrick
1;24;3181;46;‘Now you must needs,’ my teacher said, ‘shake oﬀ;kirkpatrick
1;24;3182;47;your wonted indolence. No fame is won;kirkpatrick
1;24;3183;48;beneath the quilt or sunk in feather cushions.;kirkpatrick
1;24;3184;49;Whoever, fameless, wastes his life away,;kirkpatrick
1;24;3185;50;leaves of himself no greater mark on earth;kirkpatrick
1;24;3186;51;than smoke in air or froth upon the wave.;kirkpatrick
1;24;3187;52;So upwards! On! And vanquish laboured breath!;kirkpatrick
1;24;3188;53;In any battle mind-power will prevail,;kirkpatrick
1;24;3189;54;unless the weight of body loads it down.;kirkpatrick
1;24;3190;55;There’s yet a longer ladder you must scale.;kirkpatrick
1;24;3191;56;You can’t just turn and leave all these behind.;kirkpatrick
1;24;3192;57;You understand? Well, make my words avail.’;kirkpatrick
1;24;3193;58;So up I got, pretending to more puﬀ;kirkpatrick
1;24;3194;59;than, really, I could feel I’d got within.;kirkpatrick
1;24;3195;60;‘Let’s go,’ I answered, ‘I’m all strength and dash.’;kirkpatrick
1;24;3196;61;Upwards we made our way, along the cliﬀ –;kirkpatrick
1;24;3197;62;poor, narrow-going where the rocks jut out,;kirkpatrick
1;24;3198;63;far steeper than the slope had been before.;kirkpatrick
1;24;3199;64;Talking (to seem less feeble) on I went,;kirkpatrick
1;24;3200;65;when, issuing from the ditch beyond, there came;kirkpatrick
1;24;3201;66;a voice – though one unﬁt for human words.;kirkpatrick
1;24;3202;67;I made no sense of it. But now I neared;kirkpatrick
1;24;3203;68;the arch that forms a span across that pocket.;kirkpatrick
1;24;3204;69;The speaker seemed much moved by raging ire.;kirkpatrick
1;24;3205;70;Downwards I bent. But in such dark as that,;kirkpatrick
1;24;3206;71;no eye alive could penetrate the depths.;kirkpatrick
1;24;3207;72;But, ‘Sir,’ I said, ‘make for the other edge,;kirkpatrick
1;24;3208;73;and let us then descend the pocket wall.;kirkpatrick
1;24;3209;74;From here I hear but do not understand.;kirkpatrick
1;24;3210;75;So, too, I see, yet focus not at all.’;kirkpatrick
1;24;3211;76;‘I oﬀer you,’ he said to me, ‘no answer;kirkpatrick
1;24;3212;77;save “just do it”. Noble demands, by right,;kirkpatrick
1;24;3213;78;deserve the consequence of silent deeds.’;kirkpatrick
1;24;3214;79;So where the bridgehead meets Embankment Eight;kirkpatrick
1;24;3215;80;we then went down, pursuing our descent,;kirkpatrick
1;24;3216;81;so all that pocket was displayed to me.;kirkpatrick
1;24;3217;82;And there I came to see a dreadful brood;kirkpatrick
1;24;3218;83;of writhing reptiles of such diverse kinds;kirkpatrick
1;24;3219;84;the memory drains the very blood from me.;kirkpatrick
1;24;3220;85;Let Libya boast – for all her sand – no more!;kirkpatrick
1;24;3221;86;Engender as she may chelydri, pharae,;kirkpatrick
1;24;3222;87;chenchres and amphisbaenae, jaculi,;kirkpatrick
1;24;3223;88;never – and, yes, add Ethiopia, too,;kirkpatrick
1;24;3224;89;with all, beyond the Red Sea, dry and waste –;kirkpatrick
1;24;3225;90;has she displayed so many vicious pests.;kirkpatrick
1;24;3226;91;And through all this abundance, bitter and grim,;kirkpatrick
1;24;3227;92;in panic naked humans ran – no holes;kirkpatrick
1;24;3228;93;to hide in here or heliotropic charms.;kirkpatrick
1;24;3229;94;Behind their backs, the sinners’ hands were bound;kirkpatrick
1;24;3230;95;by snakes. These sent both tail and neck between the;kirkpatrick
1;24;3231;96;butts, then formed up front the ends in knots.;kirkpatrick
1;24;3232;97;And near our point, at one of them (just look!);kirkpatrick
1;24;3233;98;a serpent headlong hurled itself and pierced;kirkpatrick
1;24;3234;99;exactly at the knit of spine and nape.;kirkpatrick
1;24;3235;100;Then, faster than you scribble ‘i’ or ‘o’,;kirkpatrick
1;24;3236;101;that shape caught ﬁre, ﬂash-ﬂared and then (needs must);kirkpatrick
1;24;3237;102;descended in cascading showers of ash.;kirkpatrick
1;24;3238;103;There, lying in destruction on the ground,;kirkpatrick
1;24;3239;104;the dead dust gathered of its own accord,;kirkpatrick
1;24;3240;105;becoming instantly the self it was.;kirkpatrick
1;24;3241;106;Compare: the phoenix (as the sages say);kirkpatrick
1;24;3242;107;will come to its ﬁve-hundredth year, then die,;kirkpatrick
1;24;3243;108;but then, on its own pyre, be born anew.;kirkpatrick
1;24;3244;109;Its lifelong food is neither grass nor grain,;kirkpatrick
1;24;3245;110;but nurture drawn from weeping balm and incense.;kirkpatrick
1;24;3246;111;Its shroud, at last, is fume of nard and myrrh.;kirkpatrick
1;24;3247;112;The sinner, ﬁrst, drops down as someone might;kirkpatrick
1;24;3248;113;when grappled down, not knowing how, by demons;kirkpatrick
1;24;3249;114;(or else some other epileptic turn),;kirkpatrick
1;24;3250;115;who then, on rising, gazes all around,;kirkpatrick
1;24;3251;116;bewildered by the overwhelming ill;kirkpatrick
1;24;3252;117;that came just now upon him, sighing, staring.;kirkpatrick
1;24;3253;118;So, too, this sinner, getting to his feet.;kirkpatrick
1;24;3254;119;What power and might in God! How harsh it is!;kirkpatrick
1;24;3255;120;How great the torrent of its vengeful blows!;kirkpatrick
1;24;3256;121;My leader then demanded who he was.;kirkpatrick
1;24;3257;122;‘I pelted down’ – the sinner, in reply –;kirkpatrick
1;24;3258;123;‘to this wild gorge, right now, from Tuscany.;kirkpatrick
1;24;3259;124;Beast living suited me, not human life,;kirkpatrick
1;24;3260;125;the mule that once I was. I’m Johnny Fucci,;kirkpatrick
1;24;3261;126;animal. Pistoia is my proper hole.’;kirkpatrick
1;24;3262;127;I to my leader: ‘Tell him, “Don’t rush oﬀ!”;kirkpatrick
1;24;3263;128;and make him say what guilt has thrust him down.;kirkpatrick
1;24;3264;129;I’ve seen him. He’s a man of blood and wrath.’;kirkpatrick
1;24;3265;130;The sinner, hearing this, made no pretence.;kirkpatrick
1;24;3266;131;He ﬁxed on me a concentrated eye,;kirkpatrick
1;24;3267;132;and coloured up in brash embarrassment.;kirkpatrick
1;24;3268;133;‘It pisses me right oﬀ,’ he then declared,;kirkpatrick
1;24;3269;134;‘far more than being ripped away from life,;kirkpatrick
1;24;3270;135;that you have got to see me in this misery.;kirkpatrick
1;24;3271;136;I can’t say “no” to what you ask of me.;kirkpatrick
1;24;3272;137;I’m stuck down here so deep ‘cos it was me,;kirkpatrick
1;24;3273;138;the thief who nicked the silver from the sanctuary.;kirkpatrick
1;24;3274;139;Then I just lied – to grass up someone else.;kirkpatrick
1;24;3275;140;You won’t, however, laugh at seeing this.;kirkpatrick
1;24;3276;141;If ever you return from these dark dives,;kirkpatrick
1;24;3277;142;prick up your ears and hear my prophecy:;kirkpatrick
1;24;3278;143;Pistoia ﬁrst will slim and lose its Blacks.;kirkpatrick
1;24;3279;144;Then Florence, too, renews its laws and ranks.;kirkpatrick
1;24;3280;145;Mars draws up ﬁreballs from the Val di Magra,;kirkpatrick
1;24;3281;146;wrapped all around in clouds and turbulence.;kirkpatrick
1;24;3282;147;And these, in acrid, ever-driven storms,;kirkpatrick
1;24;3283;148;will battle high above the Picene acre.;kirkpatrick
1;24;3284;149;A rapid bolt will rend the clouds apart,;kirkpatrick
1;24;3285;150;and every single White be seared by wounds.;kirkpatrick
1;24;3286;151;I tell you this. I want it all to hurt.’;kirkpatrick
1;25;3287;1;His words now reached their end. And then the robber;kirkpatrick
1;25;3288;2;hoisted hands on high – a ﬁg-fuck formed in each – and;kirkpatrick
1;25;3289;3;screamed: ‘Take that! I’m aiming, God, at you!’;kirkpatrick
1;25;3290;4;From that point on, the serpents were my friends.;kirkpatrick
1;25;3291;5;For one entwined its length around his neck;kirkpatrick
1;25;3292;6;as if to say: ‘I’d have him speak no more.’;kirkpatrick
1;25;3293;7;And then another bound his arms down tight,;kirkpatrick
1;25;3294;8;and clinched itself so ﬁrmly round the front;kirkpatrick
1;25;3295;9;he could not shake or shiver in either limb.;kirkpatrick
1;25;3296;10;Pistoia! Ah! Pistoia! Why not take a stand?;kirkpatrick
1;25;3297;11;Just burn yourself to blackened ash, and be;kirkpatrick
1;25;3298;12;no more. Your seed succeeds in doing only ill.;kirkpatrick
1;25;3299;13;In all of Hell, through every murky ring,;kirkpatrick
1;25;3300;14;I saw no spirit facing God so proud,;kirkpatrick
1;25;3301;15;even that king ﬂung down from Theban walls.;kirkpatrick
1;25;3302;16;Away he ﬂed. He spake no further word.;kirkpatrick
1;25;3303;17;And then there came, I saw, a wrathful centaur.;kirkpatrick
1;25;3304;18;‘Where? Where is he,’ he called, ‘so sour and crude?’;kirkpatrick
1;25;3305;19;Maremma, I should think – with all its swamps –;kirkpatrick
1;25;3306;20;has fewer snakes than he. They writhed from rump;kirkpatrick
1;25;3307;21;to where, on human features, lips begin.;kirkpatrick
1;25;3308;22;Above its shoulders, stretched behind the nape,;kirkpatrick
1;25;3309;23;there lay a dragon, wings extended wide.;kirkpatrick
1;25;3310;24;And all it hits against, it sets on ﬁre.;kirkpatrick
1;25;3311;25;‘This centaur,’ so my teacher said, ‘is Cacus.;kirkpatrick
1;25;3312;26;He is the one – so many times – who caused;kirkpatrick
1;25;3313;27;a lake of gore to ﬂood the Aventine.;kirkpatrick
1;25;3314;28;He does not tread the path his brethren take.;kirkpatrick
1;25;3315;29;For spying, once, a mighty herd at hand,;kirkpatrick
1;25;3316;30;he made it all his own by furtive fraud.;kirkpatrick
1;25;3317;31;Beneath the mace of Hercules (that god;kirkpatrick
1;25;3318;32;rained down a hundred blows, and he, perhaps,;kirkpatrick
1;25;3319;33;felt ten, no more) his devious doings ceased.’;kirkpatrick
1;25;3320;34;So Virgil spoke. The centaur sped away.;kirkpatrick
1;25;3321;35;But now three spirits had approached beneath,;kirkpatrick
1;25;3322;36;though neither of us noticed they were there;kirkpatrick
1;25;3323;37;until they shouted out: ‘So who are you?’;kirkpatrick
1;25;3324;38;Our story-telling pausing at this point,;kirkpatrick
1;25;3325;39;we ﬁxed attention wholly on that trio.;kirkpatrick
1;25;3326;40;Among the three was none I recognized.;kirkpatrick
1;25;3327;41;And yet it chanced – as happens many times –;kirkpatrick
1;25;3328;42;that one was forced to speak another’s name,;kirkpatrick
1;25;3329;43;inquiring: ‘Where has Cianfa got to now?’;kirkpatrick
1;25;3330;44;At which (to shut my leader up) I placed;kirkpatrick
1;25;3331;45;a ﬁnger slantwise from my chin to nose.;kirkpatrick
1;25;3332;46;If you are slow, my reader, to receive,;kirkpatrick
1;25;3333;47;in faith, what I’ll say now – no miracle.;kirkpatrick
1;25;3334;48;I saw it all, and yet can scarce believe.;kirkpatrick
1;25;3335;49;While, eyebrows raised, I stared at these three men,;kirkpatrick
1;25;3336;50;a reptile hurled itself with all six feet;kirkpatrick
1;25;3337;51;at one, front on, and took a total hold.;kirkpatrick
1;25;3338;52;It clenched the belly with its middle claws.;kirkpatrick
1;25;3339;53;With each anterior it seized an arm.;kirkpatrick
1;25;3340;54;It sank a forked fang deep in either cheek.;kirkpatrick
1;25;3341;55;Along each loin it slithered out a leg,;kirkpatrick
1;25;3342;56;then struck its tail between the two, to take,;kirkpatrick
1;25;3343;57;now upwardly, a grip around the buttocks.;kirkpatrick
1;25;3344;58;Ivy in tangles never barbed to tree;kirkpatrick
1;25;3345;59;so tight as this ferocious awfulness,;kirkpatrick
1;25;3346;60;linking its limbs in tendrils round that trunk.;kirkpatrick
1;25;3347;61;As though the two were formed of warming wax,;kirkpatrick
1;25;3348;62;each clung to each and, mingling in their hues,;kirkpatrick
1;25;3349;63;neither now, seemingly, was what it was.;kirkpatrick
1;25;3350;64;Like that, a ﬂame runs ﬂaring up a page;kirkpatrick
