cantica;canto;cum_verse_number;verse_number;text;author;type
3;3;9812;47;e se la mente tua ben sé riguarda,;dante;text
3;3;9813;48;non mi ti celerà l’esser più bella,;dante;text
3;3;9814;49;ma riconoscerai ch’i’ son Piccarda,;dante;text
3;3;9815;50;che, posta qui con questi altri beati,;dante;text
3;3;9816;51;beata sono in la spera più tarda.;dante;text
3;3;9817;52;Li nostri affetti, che solo infiammati;dante;text
3;3;9818;53;son nel piacer de lo Spirito Santo,;dante;text
3;3;9819;54;letizian del suo ordine formati.;dante;text
3;3;9820;55;E questa sorte che par giù cotanto,;dante;text
3;3;9821;56;però n’è data, perché fuor negletti;dante;text
3;3;9822;57;li nostri voti, e vòti in alcun canto.;dante;text
3;3;9823;58;Ond’io a lei: Ne’ mirabili aspetti;dante;text
3;3;9824;59;vostri risplende non so che divino;dante;text
3;3;9825;60;che vi trasmuta da’ primi concetti:;dante;text
3;3;9826;61;però non fui a rimembrar festino;dante;text
3;3;9827;62;ma or m'aiuta ciò che tu mi dici,;dante;text
3;3;9828;63;sì che raffigurar m'è più latino.}};dante;text
3;3;9829;64;Ma dimmi: voi che siete qui felici,;dante;text
3;3;9830;65;disiderate voi più alto loco;dante;text
3;3;9831;66;per più vedere e per più farvi amici?.;dante;text
3;3;9832;67;Con quelle altr’ombre pria sorrise un poco;dante;text
3;3;9833;68;da indi mi rispuose tanto lieta,;dante;text
3;3;9834;69;ch’arder parea d’amor nel primo foco:;dante;text
3;3;9835;70;Frate, la nostra volontà quïeta;dante;text
3;3;9836;71;virtù di carità, che fa volerne;dante;text
3;3;9837;72;sol quel ch’avemo, e d’altro non ci asseta.;dante;text
3;3;9838;73;Se disïassimo esser più superne,;dante;text
3;3;9839;74;foran discordi li nostri disiri;dante;text
3;3;9840;75;dal voler di colui che qui ne cerne;dante;text
3;3;9841;76;che vedrai non capere in questi giri,;dante;text
3;3;9842;77;s’essere in carità è qui necesse,;dante;text
3;3;9843;78;e se la sua natura ben rimiri.;dante;text
3;3;9844;79;Anzi è formale ad esto beato esse;dante;text
3;3;9845;80;tenersi dentro a la divina voglia,;dante;text
3;3;9846;81;per ch’una fansi nostre voglie stesse;dante;text
3;3;9847;82;sì che, come noi sem di soglia in soglia;dante;text
3;3;9848;83;per questo regno, a tutto il regno piace;dante;text
3;3;9849;84;com’a lo re che ’n suo voler ne ’nvoglia.;dante;text
3;3;9850;85;E ’n la sua volontade è nostra pace:;dante;text
3;3;9851;86;ell’è quel mare al qual tutto si move;dante;text
3;3;9852;87;ciò ch’ella crïa o che natura face.;dante;text
3;3;9853;88;Chiaro mi fu allor come ogne dove;dante;text
3;3;9854;89;in cielo è paradiso, etsi la grazia;dante;text
3;3;9855;90;del sommo ben d’un modo non vi piove.;dante;text
3;3;9856;91;Ma sì com’elli avvien, s’un cibo sazia;dante;text
3;3;9857;92;e d’un altro rimane ancor la gola,;dante;text
3;3;9858;93;che quel si chere e di quel si ringrazia,;dante;text
3;3;9859;94;così fec’io con atto e con parola,;dante;text
3;3;9860;95;per apprender da lei qual fu la tela;dante;text
3;3;9861;96;onde non trasse infino a co la spuola.;dante;text
3;3;9862;97;Perfetta vita e alto merto inciela;dante;text
3;3;9863;98;donna più sù, mi disse, a la cui norma;dante;text
3;3;9864;99;nel vostro mondo giù si veste e vela,;dante;text
3;3;9865;100;perché fino al morir si vegghi e dorma;dante;text
3;3;9866;101;con quello sposo ch’ogne voto accetta;dante;text
3;3;9867;102;che caritate a suo piacer conforma.;dante;text
3;3;9868;103;Dal mondo, per seguirla, giovinetta;dante;text
3;3;9869;104;fuggi’ mi, e nel suo abito mi chiusi;dante;text
3;3;9870;105;e promisi la via de la sua setta.;dante;text
3;3;9871;106;Uomini poi, a mal più ch’a bene usi,;dante;text
3;3;9872;107;fuor mi rapiron de la dolce chiostra:;dante;text
3;3;9873;108;Iddio si sa qual poi mia vita fusi.;dante;text
3;3;9874;109;E quest’altro splendor che ti si mostra;dante;text
3;3;9875;110;da la mia destra parte e che s’accende;dante;text
3;3;9876;111;di tutto il lume de la spera nostra,;dante;text
3;3;9877;112;ciò ch’io dico di me, di sé intende;dante;text
3;3;9878;113;sorella fu, e così le fu tolta;dante;text
3;3;9879;114;di capo l’ombra de le sacre bende.;dante;text
3;3;9880;115;Ma poi che pur al mondo fu rivolta;dante;text
3;3;9881;116;contra suo grado e contra buona usanza,;dante;text
3;3;9882;117;non fu dal vel del cor già mai disciolta.;dante;text
3;3;9883;118;Quest’è la luce de la gran Costanza;dante;text
3;3;9884;119;che del secondo vento di Soave;dante;text
3;3;9885;120;generò ’l terzo e l’ultima possanza.;dante;text
3;3;9886;121;Così parlommi, e poi cominciò ’Ave,;dante;text
3;3;9887;122;Maria’ cantando, e cantando vanio;dante;text
3;3;9888;123;come per acqua cupa cosa grave.;dante;text
3;3;9889;124;La vista mia, che tanto lei seguio;dante;text
3;3;9890;125;quanto possibil fu, poi che la perse,;dante;text
3;3;9891;126;volsesi al segno di maggior disio,;dante;text
3;3;9892;127;e a Beatrice tutta si converse;dante;text
3;3;9893;128;ma quella folgorò nel mïo sguardo;dante;text
3;3;9894;129;sì che da prima il viso non sofferse;dante;text
3;3;9895;130;e ciò mi fece a dimandar più tardo.;dante;text
3;4;9896;1;Intra due cibi, distanti e moventi;dante;text
3;4;9897;2;d'un modo, prima si morria di fame,;dante;text
3;4;9898;3;che liber'omo l'un recasse ai denti}};dante;text
3;4;9899;4;sì si starebbe un agno intra due brame;dante;text
3;4;9900;5;di fieri lupi, igualmente temendo;dante;text
3;4;9901;6;sì si starebbe un cane intra due dame:;dante;text
3;4;9902;7;per che, s’i’ mi tacea, me non riprendo,;dante;text
3;4;9903;8;da li miei dubbi d’un modo sospinto,;dante;text
3;4;9904;9;poi ch’era necessario, né commendo.;dante;text
3;4;9905;10;Io mi tacea, ma ’l mio disir dipinto;dante;text
3;4;9906;11;m’era nel viso, e ’l dimandar con ello,;dante;text
3;4;9907;12;più caldo assai che per parlar distinto.;dante;text
3;4;9908;13;Fé sì Beatrice qual fé Danïello,;dante;text
3;4;9909;14;Nabuccodonosor levando d’ira,;dante;text
3;4;9910;15;che l’avea fatto ingiustamente fello;dante;text
3;4;9911;16;e disse: Io veggio ben come ti tira;dante;text
3;4;9912;17;uno e altro disio, sì che tua cura;dante;text
3;4;9913;18;sé stessa lega sì che fuor non spira.;dante;text
3;4;9914;19;Tu argomenti: Se ’l buon voler dura,;dante;text
3;4;9915;20;la vïolenza altrui per qual ragione;dante;text
3;4;9916;21;di meritar mi scema la misura?.;dante;text
3;4;9917;22;Ancor di dubitar ti dà cagione;dante;text
3;4;9918;23;parer tornarsi l’anime a le stelle,;dante;text
3;4;9919;24;secondo la sentenza di Platone.;dante;text
3;4;9920;25;Queste son le question che nel tuo velle;dante;text
3;4;9921;26;pontano igualmente; e però pria;dante;text
3;4;9922;27;tratterò quella che più ha di felle.;dante;text
3;4;9923;28;D’i Serafin colui che più s’india,;dante;text
3;4;9924;29;Moïsè, Samuel, e quel Giovanni;dante;text
3;4;9925;30;che prender vuoli, io dico, non Maria,;dante;text
3;4;9926;31;non hanno in altro cielo i loro scanni;dante;text
3;4;9927;32;che questi spirti che mo t’appariro,;dante;text
3;4;9928;33;né hanno a l’esser lor più o meno anni;dante;text
3;4;9929;34;ma tutti fanno bello il primo giro,;dante;text
3;4;9930;35;e differentemente han dolce vita;dante;text
3;4;9931;36;per sentir più e men l’etterno spiro.;dante;text
3;4;9932;37;Qui si mostraro, non perché sortita;dante;text
3;4;9933;38;sia questa spera lor, ma per far segno;dante;text
3;4;9934;39;de la celestïal c’ ha men salita.;dante;text
3;4;9935;40;Così parlar conviensi al vostro ingegno,;dante;text
3;4;9936;41;però che solo da sensato apprende;dante;text
3;4;9937;42;ciò che fa poscia d’intelletto degno.;dante;text
3;4;9938;43;Per questo la Scrittura condescende;dante;text
3;4;9939;44;a vostra facultate, e piedi e mano;dante;text
3;4;9940;45;attribuisce a Dio e altro intende;dante;text
3;4;9941;46;e Santa Chiesa con aspetto umano;dante;text
3;4;9942;47;Gabrïel e Michel vi rappresenta,;dante;text
3;4;9943;48;e l’altro che Tobia rifece sano.;dante;text
3;4;9944;49;Quel che Timeo de l’anime argomenta;dante;text
3;4;9945;50;non è simile a ciò che qui si vede,;dante;text
3;4;9946;51;però che, come dice, par che senta.;dante;text
3;4;9947;52;Dice che l’alma a la sua stella riede,;dante;text
3;4;9948;53;credendo quella quindi esser decisa;dante;text
3;4;9949;54;quando natura per forma la diede;dante;text
3;4;9950;55;e forse sua sentenza è d’altra guisa;dante;text
3;4;9951;56;che la voce non suona, ed esser puote;dante;text
3;4;9952;57;con intenzion da non esser derisa.;dante;text
3;4;9953;58;S’elli intende tornare a queste ruote;dante;text
3;4;9954;59;l’onor de la influenza e ’l biasmo, forse;dante;text
3;4;9955;60;in alcun vero suo arco percuote.;dante;text
3;4;9956;61;Questo principio, male inteso, torse;dante;text
3;4;9957;62;già tutto il mondo quasi, sì che Giove,;dante;text
3;4;9958;63;Mercurio e Marte a nominar trascorse.;dante;text
3;4;9959;64;L’altra dubitazion che ti commove;dante;text
3;4;9960;65;ha men velen, però che sua malizia;dante;text
3;4;9961;66;non ti poria menar da me altrove.;dante;text
3;4;9962;67;Parere ingiusta la nostra giustizia;dante;text
3;4;9963;68;ne li occhi d’i mortali, è argomento;dante;text
3;4;9964;69;di fede e non d’eretica nequizia.;dante;text
3;4;9965;70;Ma perché puote vostro accorgimento;dante;text
3;4;9966;71;ben penetrare a questa veritate,;dante;text
3;4;9967;72;come disiri, ti farò contento.;dante;text
3;4;9968;73;Se vïolenza è quando quel che pate;dante;text
3;4;9969;74;nïente conferisce a quel che sforza,;dante;text
3;4;9970;75;non fuor quest’alme per essa scusate:;dante;text
3;4;9971;76;ché volontà, se non vuol, non s'ammorza,;dante;text
3;4;9972;77;ma fa come natura face in foco,;dante;text
3;4;9973;78;se mille volte vïolenza il torza.}};dante;text
3;4;9974;79;Per che, s’ella si piega assai o poco,;dante;text
3;4;9975;80;segue la forza; e così queste fero;dante;text
3;4;9976;81;possendo rifuggir nel santo loco.;dante;text
3;4;9977;82;Se fosse stato lor volere intero,;dante;text
3;4;9978;83;come tenne Lorenzo in su la grada,;dante;text
3;4;9979;84;e fece Muzio a la sua man severo,;dante;text
3;4;9980;85;così l’avria ripinte per la strada;dante;text
3;4;9981;86;ond’eran tratte, come fuoro sciolte;dante;text
3;4;9982;87;ma così salda voglia è troppo rada.;dante;text
3;4;9983;88;E per queste parole, se ricolte;dante;text
3;4;9984;89;l’ hai come dei, è l’argomento casso;dante;text
3;4;9985;90;che t’avria fatto noia ancor più volte.;dante;text
3;4;9986;91;Ma or ti s’attraversa un altro passo;dante;text
3;4;9987;92;dinanzi a li occhi, tal che per te stesso;dante;text
3;4;9988;93;non usciresti: pria saresti lasso.;dante;text
3;4;9989;94;Io t’ ho per certo ne la mente messo;dante;text
3;4;9990;95;ch’alma beata non poria mentire,;dante;text
3;4;9991;96;però ch’è sempre al primo vero appresso;dante;text
3;4;9992;97;e poi potesti da Piccarda udire;dante;text
3;4;9993;98;che l’affezion del vel Costanza tenne;dante;text
3;4;9994;99;sì ch’ella par qui meco contradire.;dante;text
3;4;9995;100;Molte fïate già, frate, addivenne;dante;text
3;4;9996;101;che, per fuggir periglio, contra grato;dante;text
3;4;9997;102;si fé di quel che far non si convenne;dante;text
3;4;9998;103;come Almeone, che, di ciò pregato;dante;text
3;4;9999;104;dal padre suo, la propria madre spense,;dante;text
3;4;10000;105;per non perder pietà si fé spietato.;dante;text
3;4;10001;106;A questo punto voglio che tu pense;dante;text
3;4;10002;107;che la forza al voler si mischia, e fanno;dante;text
3;4;10003;108;sì che scusar non si posson l’offense.;dante;text
3;4;10004;109;Voglia assoluta non consente al danno;dante;text
3;4;10005;110;ma consentevi in tanto in quanto teme,;dante;text
3;4;10006;111;se si ritrae, cadere in più affanno.;dante;text
3;4;10007;112;Però, quando Piccarda quello spreme,;dante;text
3;4;10008;113;de la voglia assoluta intende, e io;dante;text
3;4;10009;114;de l’altra; sì che ver diciamo insieme.;dante;text
3;4;10010;115;Cotal fu l’ondeggiar del santo rio;dante;text
3;4;10011;116;ch’uscì del fonte ond’ogne ver deriva;dante;text
3;4;10012;117;tal puose in pace uno e altro disio.;dante;text
3;4;10013;118;O amanza del primo amante, o diva,;dante;text
3;4;10014;119;diss’io appresso, il cui parlar m’inonda;dante;text
3;4;10015;120;e scalda sì, che più e più m’avviva,;dante;text
3;4;10016;121;non è l’affezion mia tanto profonda,;dante;text
3;4;10017;122;che basti a render voi grazia per grazia;dante;text
3;4;10018;123;ma quei che vede e puote a ciò risponda.;dante;text
3;4;10019;124;Io veggio ben che già mai non si sazia;dante;text
3;4;10020;125;nostro intelletto, se ’l ver non lo illustra;dante;text
3;4;10021;126;di fuor dal qual nessun vero si spazia.;dante;text
3;4;10022;127;Posasi in esso, come fera in lustra,;dante;text
3;4;10023;128;tosto che giunto l’ ha; e giugner puollo:;dante;text
3;4;10024;129;se non, ciascun disio sarebbe frustra.;dante;text
3;4;10025;130;Nasce per quello, a guisa di rampollo,;dante;text
3;4;10026;131;a piè del vero il dubbio; ed è natura;dante;text
3;4;10027;132;ch’al sommo pinge noi di collo in collo.;dante;text
3;4;10028;133;Questo m’invita, questo m’assicura;dante;text
3;4;10029;134;con reverenza, donna, a dimandarvi;dante;text
3;4;10030;135;d’un’altra verità che m’è oscura.;dante;text
3;4;10031;136;Io vo’ saper se l’uom può sodisfarvi;dante;text
3;4;10032;137;ai voti manchi sì con altri beni,;dante;text
3;4;10033;138;ch’a la vostra statera non sien parvi.;dante;text
3;4;10034;139;Beatrice mi guardò con li occhi pieni;dante;text
3;4;10035;140;di faville d’amor così divini,;dante;text
3;4;10036;141;che, vinta, mia virtute diè le reni,;dante;text
3;4;10037;142;e quasi mi perdei con li occhi chini.;dante;text
3;5;10038;1;S’io ti fiammeggio nel caldo d’amore;dante;text
3;5;10039;2;di là dal modo che ’n terra si vede,;dante;text
3;5;10040;3;sì che del viso tuo vinco il valore,;dante;text
3;5;10041;4;non ti maravigliar, ché ciò procede;dante;text
3;5;10042;5;da perfetto veder, che, come apprende,;dante;text
3;5;10043;6;così nel bene appreso move il piede.;dante;text
3;5;10044;7;Io veggio ben sì come già resplende;dante;text
3;5;10045;8;ne l’intelletto tuo l’etterna luce,;dante;text
3;5;10046;9;che, vista, sola e sempre amore accende;dante;text
3;5;10047;10;e s’altra cosa vostro amor seduce,;dante;text
3;5;10048;11;non è se non di quella alcun vestigio,;dante;text
3;5;10049;12;mal conosciuto, che quivi traluce.;dante;text
3;5;10050;13;Tu vuo’ saper se con altro servigio,;dante;text
3;5;10051;14;per manco voto, si può render tanto;dante;text
3;5;10052;15;che l’anima sicuri di letigio.;dante;text
3;5;10053;16;Sì cominciò Beatrice questo canto;dante;text
3;5;10054;17;e sì com’uom che suo parlar non spezza,;dante;text
3;5;10055;18;continüò così ’l processo santo:;dante;text
3;5;10056;19;Lo maggior don che Dio per sua larghezza;dante;text
3;5;10057;20;fesse creando, e a la sua bontate;dante;text
3;5;10058;21;più conformato, e quel ch’e’ più apprezza,;dante;text
3;5;10059;22;fu de la volontà la libertate;dante;text
3;5;10060;23;di che le creature intelligenti,;dante;text
3;5;10061;24;e tutte e sole, fuoro e son dotate.;dante;text
3;5;10062;25;Or ti parrà, se tu quinci argomenti,;dante;text
3;5;10063;26;l’alto valor del voto, s’è sì fatto;dante;text
3;5;10064;27;che Dio consenta quando tu consenti;dante;text
3;5;10065;28;ché, nel fermar tra Dio e l’omo il patto,;dante;text
3;5;10066;29;vittima fassi di questo tesoro,;dante;text
3;5;10067;30;tal quale io dico; e fassi col suo atto.;dante;text
3;5;10068;31;Dunque che render puossi per ristoro?;dante;text
3;5;10069;32;Se credi bene usar quel c’ hai offerto,;dante;text
3;5;10070;33;di maltolletto vuo’ far buon lavoro.;dante;text
3;5;10071;34;Tu se’ omai del maggior punto certo;dante;text
3;5;10072;35;ma perché Santa Chiesa in ciò dispensa,;dante;text
3;5;10073;36;che par contra lo ver ch’i’ t’ ho scoverto,;dante;text
3;5;10074;37;convienti ancor sedere un poco a mensa,;dante;text
3;5;10075;38;però che ’l cibo rigido c’ hai preso,;dante;text
3;5;10076;39;richiede ancora aiuto a tua dispensa.;dante;text
3;5;10077;40;Apri la mente a quel ch'io ti paleso;dante;text
3;5;10078;41;e fermalvi entro; ché non fa scïenza,;dante;text
3;5;10079;42;sanza lo ritenere, avere inteso.}};dante;text
3;5;10080;43;Due cose si convegnono a l’essenza;dante;text
3;5;10081;44;di questo sacrificio: l’una è quella;dante;text
3;5;10082;45;di che si fa; l’altr’è la convenenza.;dante;text
3;5;10083;46;Quest’ultima già mai non si cancella;dante;text
3;5;10084;47;se non servata; e intorno di lei;dante;text
3;5;10085;48;sì preciso di sopra si favella:;dante;text
3;5;10086;49;però necessitato fu a li Ebrei;dante;text
3;5;10087;50;pur l’offerere, ancor ch’alcuna offerta;dante;text
3;5;10088;51;si permutasse, come saver dei.;dante;text
3;5;10089;52;L’altra, che per materia t’è aperta,;dante;text
3;5;10090;53;puote ben esser tal, che non si falla;dante;text
3;5;10091;54;se con altra materia si converta.;dante;text
3;5;10092;55;Ma non trasmuti carco a la sua spalla;dante;text
3;5;10093;56;per suo arbitrio alcun, sanza la volta;dante;text
3;5;10094;57;e de la chiave bianca e de la gialla;dante;text
3;5;10095;58;e ogne permutanza credi stolta,;dante;text
3;5;10096;59;se la cosa dimessa in la sorpresa;dante;text
3;5;10097;60;come ’l quattro nel sei non è raccolta.;dante;text
3;5;10098;61;Però qualunque cosa tanto pesa;dante;text
3;5;10099;62;per suo valor che tragga ogne bilancia,;dante;text
3;5;10100;63;sodisfar non si può con altra spesa.;dante;text
3;5;10101;64;Non prendan li mortali il voto a ciancia;dante;text
3;5;10102;65;siate fedeli, e a ciò far non bieci,;dante;text
3;5;10103;66;come Ieptè a la sua prima mancia;dante;text
3;5;10104;67;cui più si convenia dicer ’Mal feci’,;dante;text
3;5;10105;68;che, servando, far peggio; e così stolto;dante;text
3;5;10106;69;ritrovar puoi il gran duca de’ Greci,;dante;text
3;5;10107;70;onde pianse Efigènia il suo bel volto,;dante;text
3;5;10108;71;e fé pianger di sé i folli e i savi;dante;text
3;5;10109;72;ch’udir parlar di così fatto cólto.;dante;text
3;5;10110;73;Siate, Cristiani, a muovervi più gravi:;dante;text
3;5;10111;74;non siate come penna ad ogne vento,;dante;text
3;5;10112;75;e non crediate ch'ogne acqua vi lavi.;dante;text
3;5;10113;76;Avete il novo e ’l vecchio Testamento,;dante;text
3;5;10114;77;e ’l pastor de la Chiesa che vi guida;dante;text
3;5;10115;78;questo vi basti a vostro salvamento.;dante;text
3;5;10116;79;Se mala cupidigia altro vi grida,;dante;text
3;5;10117;80;uomini siate, e non pecore matte,;dante;text
3;5;10118;81;sì che ’l Giudeo di voi tra voi non rida!}};dante;text
3;5;10119;82;Non fate com’agnel che lascia il latte;dante;text
3;5;10120;83;de la sua madre, e semplice e lascivo;dante;text
3;5;10121;84;seco medesmo a suo piacer combatte!.;dante;text
3;5;10122;85;Così Beatrice a me com’ïo scrivo;dante;text
3;5;10123;86;poi si rivolse tutta disïante;dante;text
3;5;10124;87;a quella parte ove ’l mondo è più vivo.;dante;text
3;5;10125;88;Lo suo tacere e ’l trasmutar sembiante;dante;text
3;5;10126;89;puoser silenzio al mio cupido ingegno,;dante;text
3;5;10127;90;che già nuove questioni avea davante;dante;text
3;5;10128;91;e sì come saetta che nel segno;dante;text
3;5;10129;92;percuote pria che sia la corda queta,;dante;text
3;5;10130;93;così corremmo nel secondo regno.;dante;text
3;5;10131;94;Quivi la donna mia vid’io sì lieta,;dante;text
3;5;10132;95;come nel lume di quel ciel si mise,;dante;text
3;5;10133;96;che più lucente se ne fé ’l pianeta.;dante;text
3;5;10134;97;E se la stella si cambiò e rise,;dante;text
3;5;10135;98;qual mi fec’io che pur da mia natura;dante;text
3;5;10136;99;trasmutabile son per tutte guise!;dante;text
3;5;10137;100;Come ’n peschiera ch’è tranquilla e pura;dante;text
3;5;10138;101;traggonsi i pesci a ciò che vien di fori;dante;text
3;5;10139;102;per modo che lo stimin lor pastura,;dante;text
3;5;10140;103;sì vid’io ben più di mille splendori;dante;text
3;5;10141;104;trarsi ver’ noi, e in ciascun s’udia:;dante;text
3;5;10142;105;Ecco chi crescerà li nostri amori.;dante;text
3;5;10143;106;E sì come ciascuno a noi venìa,;dante;text
3;5;10144;107;vedeasi l’ombra piena di letizia;dante;text
3;5;10145;108;nel folgór chiaro che di lei uscia.;dante;text
3;5;10146;109;Pensa, lettor, se quel che qui s’inizia;dante;text
3;5;10147;110;non procedesse, come tu avresti;dante;text
3;5;10148;111;di più savere angosciosa carizia;dante;text
3;5;10149;112;e per te vederai come da questi;dante;text
3;5;10150;113;m’era in disio d’udir lor condizioni,;dante;text
3;5;10151;114;sì come a li occhi mi fur manifesti.;dante;text
3;5;10152;115;O bene nato a cui veder li troni;dante;text
3;5;10153;116;del trïunfo etternal concede grazia;dante;text
3;5;10154;117;prima che la milizia s’abbandoni,;dante;text
3;5;10155;118;del lume che per tutto il ciel si spazia;dante;text
3;5;10156;119;noi semo accesi; e però, se disii;dante;text
3;5;10157;120;di noi chiarirti, a tuo piacer ti sazia.;dante;text
3;5;10158;121;Così da un di quelli spirti pii;dante;text
3;5;10159;122;detto mi fu; e da Beatrice: Dì, dì;dante;text
3;5;10160;123;sicuramente, e credi come a dii.;dante;text
3;5;10161;124;Io veggio ben sì come tu t’annidi;dante;text
3;5;10162;125;nel proprio lume, e che de li occhi il traggi,;dante;text
3;5;10163;126;perch’e’ corusca sì come tu ridi;dante;text
3;5;10164;127;ma non so chi tu se’, né perché aggi,;dante;text
3;5;10165;128;anima degna, il grado de la spera;dante;text
3;5;10166;129;che si vela a’ mortai con altrui raggi.;dante;text
3;5;10167;130;Questo diss’io diritto a la lumera;dante;text
3;5;10168;131;che pria m’avea parlato; ond’ella fessi;dante;text
3;5;10169;132;lucente più assai di quel ch’ell’era.;dante;text
3;5;10170;133;Sì come il sol che si cela elli stessi;dante;text
3;5;10171;134;per troppa luce, come ’l caldo ha róse;dante;text
3;5;10172;135;le temperanze d’i vapori spessi,;dante;text
3;5;10173;136;per più letizia sì mi si nascose;dante;text
3;5;10174;137;dentro al suo raggio la figura santa;dante;text
3;5;10175;138;e così chiusa chiusa mi rispuose;dante;text
3;5;10176;139;nel modo che ’l seguente canto canta.;dante;text
3;6;10177;1;«Poscia che Costantin l’aquila volse;dante;text
3;6;10178;2;contr’ al corso del ciel, ch’ella seguio;dante;text
3;6;10179;3;dietro a l’antico che Lavina tolse,;dante;text
3;6;10180;4;cento e cent’ anni e più l’uccel di Dio;dante;text
3;6;10181;5;ne lo stremo d’Europa si ritenne,;dante;text
3;6;10182;6;vicino a’ monti de’ quai prima uscìo;dante;text
3;6;10183;7;e sotto l’ombra de le sacre penne;dante;text
3;6;10184;8;governò ’l mondo lì di mano in mano,;dante;text
3;6;10185;9;e, sì cangiando, in su la mia pervenne.;dante;text
3;6;10186;10;Cesare fui e son Iustinïano,;dante;text
3;6;10187;11;che, per voler del primo amor ch'i' sento,;dante;text
3;6;10188;12;d'entro le leggi trassi il troppo e 'l vano.;dante;text
3;6;10189;13;E prima ch’io a l’ovra fossi attento,;dante;text
3;6;10190;14;una natura in Cristo esser, non piùe,;dante;text
3;6;10191;15;credea, e di tal fede era contento;dante;text
3;6;10192;16;ma ’l benedetto Agapito, che fue;dante;text
3;6;10193;17;sommo pastore, a la fede sincera;dante;text
3;6;10194;18;mi dirizzò con le parole sue.;dante;text
3;6;10195;19;Io li credetti; e ciò che ’n sua fede era,;dante;text
3;6;10196;20;vegg’ io or chiaro sì, come tu vedi;dante;text
3;6;10197;21;ogni contradizione e falsa e vera.;dante;text
3;6;10198;22;Tosto che con la Chiesa mossi i piedi,;dante;text
3;6;10199;23;a Dio per grazia piacque di spirarmi;dante;text
3;6;10200;24;l’alto lavoro, e tutto ’n lui mi diedi;}};dante;text
3;6;10201;25;e al mio Belisar commendai l’armi,;dante;text
3;6;10202;26;cui la destra del ciel fu sì congiunta,;dante;text
3;6;10203;27;che segno fu ch’i’ dovessi posarmi.}};dante;text
3;6;10204;28;Or qui a la question prima s’appunta;dante;text
3;6;10205;29;la mia risposta; ma sua condizione;dante;text
3;6;10206;30;mi stringe a seguitare alcuna giunta,;dante;text
3;6;10207;31;perché tu veggi con quanta ragione;dante;text
3;6;10208;32;si move contr’ al sacrosanto segno;dante;text
3;6;10209;33;e chi ’l s’appropria e chi a lui s’oppone.;dante;text
3;6;10210;34;Vedi quanta virtù l’ha fatto degno;dante;text
3;6;10211;35;di reverenza; e cominciò da l’ora;dante;text
3;6;10212;36;che Pallante morì per darli regno.;dante;text
3;6;10213;37;Tu sai ch’el fece in Alba sua dimora;dante;text
3;6;10214;38;per trecento anni e oltre, infino al fine;dante;text
3;6;10215;39;che i tre a’ tre pugnar per lui ancora.;dante;text
3;6;10216;40;E sai ch’el fé dal mal de le Sabine;dante;text
3;6;10217;41;al dolor di Lucrezia in sette regi,;dante;text
3;6;10218;42;vincendo intorno le genti vicine.;dante;text
3;6;10219;43;Sai quel ch’el fé portato da li egregi;dante;text
3;6;10220;44;Romani incontro a Brenno, incontro a Pirro,;dante;text
3;6;10221;45;incontro a li altri principi e collegi;dante;text
3;6;10222;46;onde Torquato e Quinzio, che dal cirro;dante;text
3;6;10223;47;negletto fu nomato, i Deci e ’ Fabi;dante;text
3;6;10224;48;ebber la fama che volontier mirro.;dante;text
3;6;10225;49;Esso atterrò l’orgoglio de li Aràbi;dante;text
3;6;10226;50;che di retro ad Anibale passaro;dante;text
3;6;10227;51;l’alpestre rocce, Po, di che tu labi.;dante;text
3;6;10228;52;Sott’ esso giovanetti trïunfaro;dante;text
3;6;10229;53;Scipïone e Pompeo; e a quel colle;dante;text
3;6;10230;54;sotto ’l qual tu nascesti parve amaro.;dante;text
3;6;10231;55;Poi, presso al tempo che tutto ’l ciel volle;dante;text
3;6;10232;56;redur lo mondo a suo modo sereno,;dante;text
3;6;10233;57;Cesare per voler di Roma il tolle.;dante;text
3;6;10234;58;E quel che fé da Varo infino a Reno,;dante;text
3;6;10235;59;Isara vide ed Era e vide Senna;dante;text
3;6;10236;60;e ogne valle onde Rodano è pieno.;dante;text
3;6;10237;61;Quel che fé poi ch’elli uscì di Ravenna;dante;text
3;6;10238;62;e saltò Rubicon, fu di tal volo,;dante;text
3;6;10239;63;che nol seguiteria lingua né penna.;dante;text
3;6;10240;64;Inver’ la Spagna rivolse lo stuolo,;dante;text
3;6;10241;65;poi ver’ Durazzo, e Farsalia percosse;dante;text
3;6;10242;66;sì ch’al Nil caldo si sentì del duolo.;dante;text
3;6;10243;67;Antandro e Simoenta, onde si mosse,;dante;text
3;6;10244;68;rivide e là dov’ Ettore si cuba;dante;text
3;6;10245;69;e mal per Tolomeo poscia si scosse.;dante;text
3;6;10246;70;Da indi scese folgorando a Iuba;dante;text
3;6;10247;71;onde si volse nel vostro occidente,;dante;text
3;6;10248;72;ove sentia la pompeana tuba.;dante;text
3;6;10249;73;Di quel che fé col baiulo seguente,;dante;text
3;6;10250;74;Bruto con Cassio ne l’inferno latra,;dante;text
3;6;10251;75;e Modena e Perugia fu dolente.;dante;text
3;6;10252;76;Piangene ancor la trista Cleopatra,;dante;text
3;6;10253;77;che, fuggendoli innanzi, dal colubro;dante;text
3;6;10254;78;la morte prese subitana e atra.;dante;text
3;6;10255;79;Con costui corse infino al lito rubro;dante;text
3;6;10256;80;con costui puose il mondo in tanta pace,;dante;text
3;6;10257;81;che fu serrato a Giano il suo delubro.;dante;text
